position,xCordMain,durationCondition,durationStim,staircaseLoop.thisTrialN,staircaseLoop.stepSize,staircaseLoop.intensity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,staircaseRoutine.started,cross_staircase.started,cross_staircase.stopped,grating_staircase.started,key_resp_staircase.started,grating_staircase.stopped,staircaseRoutine.stopped,staircaseLoop.response,key_resp_staircase.rt,start_main.started,text_start_main.started,key_resp_start_main.started,start_main.stopped,key_resp_start_main.keys,key_resp_start_main.rt,key_resp_start_main.duration,trial.started,cross_main.started,cross_main.stopped,grating.started,key_resp_main.started,grating.stopped,trial.stopped,key_resp_main.keys,key_resp_main.rt,key_resp_main.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,15,0.1,1.9905358527674837e-06,,,,,22.928739879003842,,22.91923836400383,22.928739879003842,23.417894373997115,23.926914477997343,23.926914477997343,24.01831827600836,24.530413761996897,0,0.5950491089897696,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,16,0.1,2.5059361681363583e-06,,,,,24.537038328999188,,24.53049608100264,24.537038328999188,25.029854289998184,25.526017683005193,25.526017683005193,25.61811655900965,26.01858018200437,1,0.4913574529928155,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,17,0.1,2.5059361681363583e-06,,,,,26.030207803996745,,26.01862937200349,26.030207803996745,26.51799056099844,27.01530013300362,27.01530013300362,27.113520059006987,27.447360738995485,1,0.42016698500083294,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,18,0.1,1.9905358527674837e-06,,,,,27.453928696995717,,27.44742626399966,27.453928696995717,27.95167913500336,28.444268703009584,28.444268703009584,28.535859242998413,28.915164999998524,1,0.464471858998877,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,19,0.1,1.9905358527674837e-06,,,,,28.921730335001484,,28.915226482000435,28.921730335001484,29.419342512002913,29.912287455998012,29.912287455998012,30.002698380005313,30.365270238995436,1,0.4482906560006086,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,20,0.1,1.5811388300841875e-06,,,,,30.371853845004807,,30.365345559999696,30.371853845004807,30.8693822369969,31.360937688004924,31.360937688004924,31.4528101169999,31.882084155004122,1,0.5185034070018446,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,21,0.1,1.5811388300841875e-06,,,,,31.888660914002685,,31.882173570003943,31.888660914002685,32.38633253000444,32.877753417007625,32.877753417007625,32.97002874100872,33.34973492899735,1,0.46333209400472697,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,22,0.1,1.2559432157547882e-06,,,,,33.35624481900595,,33.349800181007595,33.35624481900595,33.854046681997715,34.3455058880063,34.3455058880063,34.43739695800468,34.76657682200312,1,0.4127203730022302,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,23,0.1,1.2559432157547882e-06,,,,,34.77315369900316,,34.76664059300674,34.77315369900316,35.27064939800766,35.76283542600868,35.76283542600868,35.85446612699889,36.18351216200972,1,0.41336926899384707,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,24,0.1,9.976311574844383e-07,,,,,36.190120625004056,,36.183606049002265,36.190120625004056,36.68748618999962,37.179193957999814,37.179193957999814,37.27100034999603,37.572595118996105,0,0.39234266900166404,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,25,0.1,1.2559432157547882e-06,,,,,37.582886479009176,,37.572662345002755,37.582886479009176,38.07191667599545,38.56773541300208,38.56773541300208,38.655643623002106,38.92277750199719,1,0.3537602819997119,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,26,0.1,1.2559432157547882e-06,,,,,38.93400592400576,,38.92283877800219,38.93400592400576,39.42196060399874,39.919362829008605,39.919362829008605,40.01744404800411,40.25137292900763,1,0.3311995289986953,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,27,0.1,9.976311574844383e-07,,,,,40.2578861410002,,40.25143794399628,40.2578861410002,40.755532973998925,41.247435582001344,41.247435582001344,41.35085830400931,41.63478390600358,0,0.38478699199913535,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,28,0.1,1.2559432157547882e-06,,,,,41.641282682001474,,41.63485250499798,41.641282682001474,42.13890228999662,42.630454882004415,42.630454882004415,42.72294585799682,42.984893934000866,0,0.3521455049922224,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,29,0.1,1.5811388300841875e-06,,,,,42.99146925700188,,42.984972050995566,42.99146925700188,43.48522117300308,43.981230511999456,43.981230511999456,44.07372800000303,44.40270206499554,1,0.4190137749974383,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,30,0.1,1.5811388300841875e-06,,,,,44.40913002700836,,44.40277247699851,44.40913002700836,44.90689975400164,45.39821733899589,45.39821733899589,45.49037864099955,45.80774329599808,1,0.40710159701120574,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,31,0.1,1.2559432157547882e-06,,,,,45.81886739299807,,45.80780920799589,45.81886739299807,46.306958013999974,46.80291262399987,46.80291262399987,46.89044718899822,47.16983891100972,1,0.3660785329993814,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,32,0.1,1.2559432157547882e-06,,,,,47.17622458199912,,47.169899746004376,47.17622458199912,47.67372120900836,48.166820423997706,48.166820423997706,48.25797306900495,48.58721024899569,0,0.4180730499938363,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,33,0.1,1.5811388300841875e-06,,,,,48.593766613004846,,48.58727598100086,48.593766613004846,49.09139159900951,49.58359147500596,49.58359147500596,49.67470240499824,50.05418176800595,1,0.46350088898907416,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,34,0.1,1.5811388300841875e-06,,,,,50.060733808000805,,50.0542569100071,50.060733808000805,50.558349344995804,51.04958450800041,51.04958450800041,51.14167425100459,51.4545701629977,0,0.4041588339896407,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,35,0.1,1.9905358527674837e-06,,,,,51.4609928419959,,51.454635472007794,51.4609928419959,51.95830525099882,52.44929435099766,52.44929435099766,52.54179143499641,52.90912876500806,1,0.4551332000119146,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,36,0.1,1.9905358527674837e-06,,,,,52.920523027001764,,52.90919086600479,52.920523027001764,53.40950233400508,53.90576499000599,53.90576499000599,54.00480749600683,54.35558423399925,1,0.4386420640075812,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,37,0.1,1.5811388300841875e-06,,,,,54.36226757100667,,54.355650979996426,54.36226757100667,54.85948063900287,55.3514257420029,55.3514257420029,55.442957435996505,55.77706016499724,1,0.4219631180021679,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,38,0.1,1.5811388300841875e-06,,,,,55.78834339299647,,55.77712233499915,55.78834339299647,56.27635162700608,56.773252853003214,56.773252853003214,56.8717297109979,57.18908193100651,0,0.405639993987279,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,39,0.1,1.9905358527674837e-06,,,,,57.195647248008754,,57.18914949000464,57.195647248008754,57.69326982900384,58.18569529100205,58.18569529100205,58.27741819000221,58.65664783900138,1,0.46820681099779904,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,40,0.1,1.9905358527674837e-06,,,,,58.66322710600798,,58.656708548005554,58.66322710600798,59.16094801200961,59.65229284700763,59.65229284700763,59.744352460998925,60.090169525996316,1,0.4294190979999257,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,41,0.1,1.5811388300841875e-06,,,,,60.09668974300439,,60.09023590100696,60.09668974300439,60.594347086997004,61.086098619998666,61.086098619998666,61.177910876998794,61.523945092005306,1,0.436978851997992,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,42,0.1,1.5811388300841875e-06,,,,,61.53032903499843,,61.524007931002416,61.53032903499843,62.027730182002415,62.518924878997495,62.518924878997495,62.611547050997615,62.89536584400048,1,0.3749071430065669,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,43,0.1,1.2559432157547882e-06,,,,,62.9065491950023,,62.89543752100144,62.9065491950023,63.395404106006026,63.891321746996255,63.891321746996255,63.97916084600729,64.3082520760072,1,0.4093290780001553,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,44,0.1,1.2559432157547882e-06,,,,,64.31478787200467,,64.30832487200678,64.31478787200467,64.81230544899881,65.30383534300199,65.30383534300199,65.39581407600781,65.6752883040026,1,0.3706242089974694,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,45,0.1,9.976311574844383e-07,,,,,65.68165393700474,,65.67535241899895,65.68165393700474,66.1789932410029,66.67088037800568,66.67088037800568,66.76278934800939,67.09210928999528,1,0.420417407003697,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,46,0.1,9.976311574844383e-07,,,,,67.09858152300876,,67.09217277300195,67.09858152300876,67.59606572700432,68.08820169400133,68.08820169400133,68.1802720429987,68.50972842599731,0,0.40837220700632315,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,47,0.1,1.2559432157547882e-06,,,,,68.51633904100163,,68.50979529100005,68.51633904100163,69.01381622599729,69.5052556849987,69.5052556849987,69.59705968199705,69.94840251399728,1,0.4419972269970458,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,48,0.1,1.2559432157547882e-06,,,,,69.95900598700973,,69.94848840100167,69.95900598700973,70.44709026900819,70.95555910600524,70.95555910600524,71.04735256799904,71.31490172400663,0,0.3542550790007226,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,49,0.1,1.5811388300841875e-06,,,,,71.32576051600336,,71.31498704499973,71.32576051600336,71.81391054700362,72.30996590100403,72.30996590100403,72.39779063900642,72.7601932240068,1,0.4494842999993125,,,,,,,,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
,,,,,,,,,,,,,,,,,,,,,,72.7602461350034,72.76666047000617,72.76666047000617,75.47773230800522,space,2.704301090008812,None,,,,,,,,,,,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,long,0.2,,,,0,0,0,0,75.51476239699696,,,,,,,,,,,,,,,,,,75.5070334750053,75.51476239699696,76.01053171000967,76.47419435299526,76.47419435299526,76.66532573099539,76.94491532900429,left,0.4698994729988044,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,short,0.1,,,,0,1,1,1,76.9520350189996,,,,,,,,,,,,,,,,,,76.94583474000683,76.9520350189996,77.44871783599956,77.94447223600582,77.94447223600582,78.0322508149984,78.72887936700135,right,0.7781611340033123,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,short,0.1,,,,0,2,2,1,78.73590941099974,,,,,,,,,,,,,,,,,,78.7295752630016,78.73590941099974,79.23306608700659,79.72437276200799,79.72437276200799,79.81647230700764,80.16894669100293,left,0.4377111930079991,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,long,0.2,,,,0,3,3,2,80.17844953399617,,,,,,,,,,,,,,,,,,80.16983695300587,80.17844953399617,80.66658709800686,81.17443851400458,81.17443851400458,81.36687145399628,81.62913954100804,right,0.4506707970140269,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,short,0.1,,,,1,0,4,1,81.6361808530055,,,,,,,,,,,,,,,,,,81.62984399900597,81.6361808530055,82.1332686990063,82.62475779899978,82.62475779899978,82.71691170999839,83.080120137005,left,0.45121190999634564,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,short,0.1,,,,1,1,5,3,83.08704047500214,,,,,,,,,,,,,,,,,,83.08079637300398,83.08704047500214,83.58458948599582,84.07559211400803,84.07559211400803,84.16778714899556,84.55168034799863,right,0.4735297110019019,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,long,0.2,,,,1,2,6,2,84.56305414700182,,,,,,,,,,,,,,,,,,84.55233340100676,84.56305414700182,85.05103885200515,85.54816904000472,85.54816904000472,85.74656540100113,86.02004241700342,right,0.465396151994355,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,long,0.2,,,,1,3,7,0,86.02995094300422,,,,,,,,,,,,,,,,,,86.02055416900839,86.02995094300422,86.51809770699765,87.0259225560003,87.0259225560003,87.21837307899841,87.51399761100765,left,0.48209128800954204,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,short,0.1,,,,2,0,8,3,87.52102200500667,,,,,,,,,,,,,,,,,,87.51467296399642,87.52102200500667,88.01812948699808,88.51415454100061,88.51415454100061,88.60247480600083,88.90312087300117,right,0.3882750519987894,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,long,0.2,,,,2,1,9,0,88.91444872799912,,,,,,,,,,,,,,,,,,88.903635759998,88.91444872799912,89.40238478399988,89.89965525300067,89.89965525300067,90.09788494600798,90.38176152399683,left,0.47782112400454935,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,short,0.1,,,,2,2,10,3,90.38869526500639,,,,,,,,,,,,,,,,,,90.3824145700055,90.38869526500639,90.88593813500484,91.37787801399827,91.37787801399827,91.46977318100107,91.88197870399745,right,0.4948585380043369,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,short,0.1,,,,2,3,11,3,91.88906160600891,,,,,,,,,,,,,,,,,,91.88268827099819,91.88906160600891,92.38641903799726,92.88300875399727,92.88300875399727,92.98166191700147,93.40422800900706,right,0.5193123360077152,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,short,0.1,,,,3,0,12,3,93.41575659300725,,,,,,,,,,,,,,,,,,93.40487114799907,93.41575659300725,93.90388079600234,94.40106923200074,94.40106923200074,94.49908385200251,94.99978186099906,right,0.5875963690050412,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,long,0.2,,,,3,1,13,0,95.00681345000339,,,,,,,,,,,,,,,,,,95.00043800100684,95.00681345000339,95.50395830400521,95.99523963400861,95.99523963400861,96.18773405400862,96.45015957900614,left,0.4452270539914025,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,long,0.2,,,,3,2,14,0,96.45731341899955,,,,,,,,,,,,,,,,,,96.4507906660001,96.45731341899955,96.9542064039997,97.45093673400697,97.45093673400697,97.6495739940001,97.93821269800537,left,0.486175442012609,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,long,0.2,,,,3,3,15,2,97.9495541750075,,,,,,,,,,,,,,,,,,97.93885256700742,97.9495541750075,98.43835504500021,98.93432698000106,98.93432698000106,99.12222693899821,99.40608458299539,right,0.46659596399695147,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,long,0.2,,,,4,0,16,0,99.4172192660044,,,,,,,,,,,,,,,,,,99.40692016300454,99.4172192660044,99.90538307999668,100.41334227500192,100.41334227500192,100.60545960700256,100.91789456699917,left,0.5035965679999208,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,short,0.1,,,,4,1,17,3,100.92475205600203,,,,,,,,,,,,,,,,,,100.91853777700453,100.92475205600203,101.42222192100598,101.91353680800239,101.91353680800239,102.00581279900507,102.4182072100084,right,0.50085671999841,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,long,0.2,,,,4,2,18,2,102.4250997830095,,,,,,,,,,,,,,,,,,102.41885002300842,102.4250997830095,102.92212893400574,103.41439568500209,103.41439568500209,103.60673715399753,103.86907012300799,right,0.45081623099395074,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,short,0.1,,,,4,3,19,3,103.87603457200748,,,,,,,,,,,,,,,,,,103.86978605699551,103.87603457200748,104.37342668800557,104.86443124200741,104.86443124200741,104.95679427000869,105.3359288250067,right,0.4631717629963532,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,short,0.1,,,,5,0,20,1,105.34308070399857,,,,,,,,,,,,,,,,,,105.3366409720038,105.34308070399857,105.84018780500628,106.3314294340089,106.3314294340089,106.42361552499642,106.79105922600138,left,0.4577371769992169,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,short,0.1,,,,5,1,21,3,106.80220258199552,,,,,,,,,,,,,,,,,,106.79169808799634,106.80220258199552,107.290229197999,107.79843764100224,107.79843764100224,107.89036745500925,108.27567366400035,right,0.47614153499307577,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,long,0.2,,,,5,2,22,0,108.28643552699941,,,,,,,,,,,,,,,,,,108.27632072599954,108.28643552699941,108.77445273700869,109.282532696001,109.282532696001,109.47495184700529,109.72057255799882,left,0.4323034069966525,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,short,0.1,,,,5,3,23,1,109.7275747990061,,,,,,,,,,,,,,,,,,109.72122521800338,109.7275747990061,110.2248391280009,110.71610947600857,110.71610947600857,110.80833275800978,112.63762025500182,right,1.9123578629951226,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
right,0.3,long,0.2,,,,6,0,24,2,112.64460326000699,,,,,,,,,,,,,,,,,,112.63827516199672,112.64460326000699,113.14254127400636,113.6345115419972,113.6345115419972,113.82650701899547,114.12184826000885,right,0.4791324340039864,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
left,-0.3,short,0.1,,,,6,1,25,1,114.12884730400401,,,,,,,,,,,,,,,,,,114.12251477999962,114.12884730400401,114.62597214800189,115.11791916700895,115.11791916700895,115.20959770299669,115.6104489910067,left,0.49080189599771984,None,S1,2023-11-06_14h47.09.923,example_staircase,2023.2.3,None,2023-11-06 14h47.34.341476 +0200,
