K_text,B_text,T_text,Anna_exit,trial_num,trial_code,cond,K_hit,B_hit,T_hit,book_move,start_shelf,mid_shelf,end_shelf,rectangle,rectangle_path,Todd_mid,Todd_final,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,frame_10,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,frames.thisRepN,frames.thisTrialN,frames.thisN,frames.thisIndex,sessionInst.started,startSession.started,startSession.keys,startSession.rt,crossText.started,movingImage.started,staticImage.started,promptText3.started,rectImage.started,respText.started,keyResp.started,keyResp.keys,keyResp.rt,crossText.stopped,subject,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3763761628652,14.3763761628652,left,32.77002953423653,,,,,,,,,,,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,12,mem_3,mem_K,1,1,1,no,X-O-B,X-O-B,X-O-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-X.png,stimuli/mW-L_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,0,0,11,,,,,,,,,47.212073597242124,53.84961288748309,54.60995540197473,54.60995540197473,54.60995540197473,55.47589008277282,55.47589008277282,left,0.6782492018537596,,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,5,per_5,per_K,1,1,1,no,X-B-O,O-B-O,X-B-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/mW-R_w0_X-B-O.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_O-B-O.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mW-L_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/m0_wW-L_X-B-O.png,0,1,1,4,,,,,,,,,56.175778956734575,62.85232366924174,63.595603657420725,63.595603657420725,63.595603657420725,64.47562830790412,64.47562830790412,left,0.4296313797822222,57.23450218816288,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,8,per_8,per_K,1,1,1,switch,O-X-B,B-X-O,B-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_O-X-B.png,stimuli/m0_wW-R_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/mW-R_none_O-X-B.png,stimuli/mB-L_none_O-X-B.png,stimuli/mB-L_none_B-X-O.png,stimuli/mB-L_none_B-X-X.png,stimuli/mW-L_none_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/m0_wW-L_B-X-X.png,0,2,2,7,,,,,,,,,64.92593695200048,71.59752751037013,72.31806772912387,72.31806772912387,72.31806772912387,73.2258472556714,73.2258472556714,left,0.5198866166174412,65.98206264502369,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,15,mem_6,mem_K,1,1,1,no,X-B-O,X-B-X,X-X-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_X-B-O.png,stimuli/mW-R_w0_X-B-O.png,stimuli/mB-R_w0_X-B-O.png,stimuli/mB-R_w0_X-B-X.png,stimuli/mB-R_w0_X-X-X.png,stimuli/mW-L_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,3,3,14,,,,,,,,,73.77597394050099,80.4489497244358,81.18984454544261,81.18984454544261,81.18984454544261,82.07582232926507,82.07582232926507,left,0.3258116476936266,74.83366611250676,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,28,no_10,no_K,0,0,0,hide,O-B-O,O-B-O,X-O-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-B-O.png,stimuli/m0_wW-R_O-B-O.png,stimuli/m0_none_O-B-O.png,stimuli/mW-R_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,4,4,27,,,,,,,,,82.4256623450201,89.0770054491004,89.83797064144164,89.83797064144164,89.83797064144164,90.72582672419958,90.72582672419958,right,0.9483989718137309,83.48611406073906,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,25,no_7,no_K,0,0,0,hide,B-X-X,B-O-O,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_B-X-X.png,stimuli/m0_wW-R_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/mW-R_none_B-X-X.png,stimuli/mB-L_none_B-X-X.png,stimuli/mB-L_none_B-O-O.png,stimuli/mB-L_none_O-X-X.png,stimuli/mW-L_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,5,5,24,,,,,,,,,91.6923554672394,98.36769813252613,99.10625141556375,99.10625141556375,99.10625141556375,99.99237612693105,99.99237612693105,right,0.3376887212507427,92.7545664642239,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,11,mem_2,mem_K,1,1,1,no,O-B-O,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-O.png,stimuli/mW-R_w0_O-B-O.png,stimuli/mB-L_w0_O-B-O.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,6,6,10,,,,,,,,,100.35922413261142,107.03580477496143,107.77123023290187,107.77123023290187,107.77123023290187,108.65932531363796,108.65932531363796,left,0.3110479925526306,101.42158911481965,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,16,mem_7,mem_K,1,1,1,switch,B-X-O,O-X-B,O-X-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,7,7,15,,,,,,,,,108.99253973620944,115.66557262290735,116.38388935907278,116.38388935907278,116.38388935907278,117.2925985713955,117.2925985713955,left,0.3490409618243575,110.05019277019892,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,13,mem_4,mem_K,1,1,1,no,B-X-O,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,8,8,12,,,,,,,,,117.65906803007238,124.30950358370319,125.07212668366265,125.07212668366265,125.07212668366265,125.95922791806515,125.95922791806515,left,0.31534033094067127,118.71452966169454,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,9,per_9,per_K,1,1,1,switch,X-O-B,X-B-O,X-B-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_X-O-B.png,stimuli/m0_wW-R_X-O-B.png,stimuli/m0_none_X-O-B.png,stimuli/mW-R_none_X-O-B.png,stimuli/mB-R_none_X-O-B.png,stimuli/mB-R_none_X-B-O.png,stimuli/mB-R_none_X-B-X.png,stimuli/mW-L_none_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_wW-L_X-B-X.png,0,9,9,8,,,,,,,,,126.29241860110778,132.94403919950128,133.70688012440223,133.70688012440223,133.70688012440223,134.59273921127897,134.59273921127897,left,0.24965311726555228,127.34824947663583,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,7,per_7,per_K,1,1,1,switch,B-X-O,O-X-B,X-X-B,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_B-X-O.png,stimuli/m0_wW-R_B-X-O.png,stimuli/m0_none_B-X-O.png,stimuli/mW-R_none_B-X-O.png,stimuli/mB-R_none_B-X-O.png,stimuli/mB-R_none_O-X-B.png,stimuli/mB-R_none_X-X-B.png,stimuli/mW-L_none_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/m0_wW-L_X-X-B.png,0,10,10,6,,,,,,,,,134.8593992907554,141.5356989101274,142.2720505250618,142.2720505250618,142.2720505250618,143.15923324332107,143.15923324332107,left,0.45034848898649216,135.92378212115727,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,17,mem_8,mem_K,1,1,1,switch,O-X-B,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,11,11,16,,,,,,,,,143.62575589108746,150.30037097609602,151.03912925196346,151.03912925196346,151.03912925196346,151.92599180922844,151.92599180922844,left,0.28370021493174136,144.68575463350862,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,23,no_5,no_K,0,0,0,no,X-O-X,X-O-O,X-O-X,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/mW-R_none_X-O-X.png,stimuli/mB-R_none_X-O-X.png,stimuli/mB-R_none_X-O-O.png,stimuli/mB-R_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,12,12,22,,,,,,,,,152.2257859823294,158.89941459940746,159.63776256889105,159.63776256889105,159.63776256889105,160.52596640167758,160.52596640167758,right,0.32484025752637535,153.28258503996767,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,1,per_1,per_K,1,1,1,no,B-X-X,B-O-X,B-X-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-X.png,stimuli/m0_wW-R_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/mW-R_none_B-X-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mB-M_none_B-O-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mW-L_none_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/m0_wW-L_B-X-X.png,0,13,13,0,,,,,,,,,160.87586544512305,167.5474560034927,168.28688411519397,168.28688411519397,168.28688411519397,169.1760102553526,169.1760102553526,left,0.6507891434011981,161.9288228919031,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,2,per_2,per_K,1,1,1,no,X-X-B,O-X-B,X-X-B,R,stimuli/blue-R.png,mB-L,m0,stimuli/m0_w0_X-X-B.png,stimuli/m0_wW-R_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/mW-R_none_X-X-B.png,stimuli/mB-L_none_X-X-B.png,stimuli/mB-L_none_O-X-B.png,stimuli/mB-L_none_X-X-B.png,stimuli/mW-L_none_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/m0_wW-L_X-X-B.png,0,14,14,1,,,,,,,,,169.85914585669525,176.5344391183462,177.26871866965666,177.26871866965666,177.26871866965666,178.15931633126456,178.15931633126456,left,0.2915409506531432,170.9193723689532,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,6,per_6,per_K,1,1,1,no,X-B-X,O-B-X,X-B-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-X.png,stimuli/mW-R_w0_X-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mW-L_w0_X-B-X.png,stimuli/m0_wW-R_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_wW-L_X-B-X.png,0,15,15,5,,,,,,,,,178.47614672477357,185.1538954093121,185.89032209222205,185.89032209222205,185.89032209222205,186.77613690821454,186.77613690821454,left,0.2335988733684644,179.5329056821065,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,27,no_9,no_K,0,0,0,hide,X-X-B,O-O-B,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_X-X-B.png,stimuli/m0_wW-R_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/mW-R_none_X-X-B.png,stimuli/mB-M_none_X-X-B.png,stimuli/mB-M_none_O-O-B.png,stimuli/mB-M_none_X-X-O.png,stimuli/mW-L_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,16,16,26,,,,,,,,,187.0259798753541,193.69576912734192,194.43824775062967,194.43824775062967,194.43824775062967,195.32582409365568,195.32582409365568,right,0.2773537776665762,188.08902816707268,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,19,no_1,no_K,0,0,0,no,X-X-X,O-X-X,X-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mB-L_none_O-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,17,17,18,,,,,,,,,195.62583160051145,202.29789662582334,203.03782230231445,203.03782230231445,203.03782230231445,203.92586958350148,203.92586958350148,right,0.2854447392746806,196.68049122567754,S3,B-M,2023-01-26_09h04.07.562,knowing_that_K_ONLY,2022.2.5,59.981565911421896,
