K_text,B_text,T_text,Anna_exit,trial_num,trial_code,cond,K_hit,B_hit,T_hit,book_move,start_shelf,mid_shelf,end_shelf,rectangle,rectangle_path,Todd_mid,Todd_final,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,frame_10,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,frames.thisRepN,frames.thisTrialN,frames.thisN,frames.thisIndex,sessionInst.started,startSession.started,startSession.keys,startSession.rt,crossText.started,movingImage.started,staticImage.started,promptText3.started,rectImage.started,respText.started,keyResp.started,keyResp.keys,keyResp.rt,crossText.stopped,respText.stopped,keyResp.stopped,subject,session,date,expName,psychopyVersion,frameRate,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,11,mem_2,mem_K,1,1,1,no,O-B-O,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-O.png,stimuli/mW-R_w0_O-B-O.png,stimuli/mB-L_w0_O-B-O.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,14,14,10,,,,,,,,,148.4267514697276,155.09677105792798,155.83556462213164,155.83556462213164,155.83556462213164,156.72728380950866,156.72728380950866,right,2.161161352181807,149.48673513450194,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,6,per_6,per_K,1,1,1,no,X-B-X,O-B-X,X-B-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-X.png,stimuli/mW-R_w0_X-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mW-L_w0_X-B-X.png,stimuli/m0_wW-R_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_wW-L_X-B-X.png,0,15,15,5,,,,,,,,,158.91032798209926,165.5814434319036,166.32015454984503,166.32015454984503,166.32015454984503,167.21048466209322,167.21048466209322,left,0.32679589005419984,159.970422965358,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,21,no_3,no_K,0,0,0,no,X-X-O,X-O-O,X-X-O,M,stimuli/blue-M.png,mB-M,m0,stimuli/m0_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/mW-R_none_X-X-O.png,stimuli/mB-M_none_X-X-O.png,stimuli/mB-M_none_X-O-O.png,stimuli/mB-M_none_X-X-O.png,stimuli/mW-L_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,16,16,20,,,,,,,,,167.56014663242968,174.2300600350136,174.97250337002333,174.97250337002333,174.97250337002333,175.86049964360427,175.86049964360427,right,0.5079534226679243,168.61506354133599,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,7,per_7,per_K,1,1,1,switch,B-X-O,O-X-B,X-X-B,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_B-X-O.png,stimuli/m0_wW-R_B-X-O.png,stimuli/m0_none_B-X-O.png,stimuli/mW-R_none_B-X-O.png,stimuli/mB-R_none_B-X-O.png,stimuli/mB-R_none_O-X-B.png,stimuli/mB-R_none_X-X-B.png,stimuli/mW-L_none_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/m0_wW-L_X-X-B.png,0,17,17,6,,,,,,,,,176.3935166441952,183.0661780415685,183.8029739681515,183.8029739681515,183.8029739681515,184.69317223055987,184.69317223055987,left,0.9467487834044732,177.44643366988748,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,22,no_4,no_K,0,0,0,no,O-X-X,O-O-X,O-X-X,M,stimuli/blue-M.png,mB-M,m0,stimuli/m0_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/mW-R_none_O-X-X.png,stimuli/mB-M_none_O-X-X.png,stimuli/mB-M_none_O-O-X.png,stimuli/mB-M_none_O-X-X.png,stimuli/mW-L_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,18,18,21,,,,,,,,,185.66055045870598,192.33279930398567,193.0684656847152,193.0684656847152,193.0684656847152,193.9605063162744,193.9605063162744,right,0.9602603460662067,186.7120543490746,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,19,no_1,no_K,0,0,0,no,X-X-X,O-X-X,X-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mB-L_none_O-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,19,19,18,,,,,,,,,194.94373732426902,201.61428719916148,202.35257614089642,202.35257614089642,202.35257614089642,203.24399922747398,203.24399922747398,right,0.38108306349022314,195.99828787666047,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,14,mem_5,mem_K,1,1,1,no,O-B-X,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-X.png,stimuli/mW-R_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,20,20,13,,,,,,,,,203.64368875476066,210.31539223564323,211.05400807521073,211.05400807521073,211.05400807521073,211.94389002630487,211.94389002630487,left,0.32799537089886144,204.7010925252107,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,5,per_5,per_K,1,1,1,no,X-B-O,O-B-O,X-B-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/mW-R_w0_X-B-O.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_O-B-O.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mW-L_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/m0_wW-L_X-B-O.png,0,21,21,4,,,,,,,,,212.29358183126897,218.96514095104067,219.70163532317383,219.70163532317383,219.70163532317383,220.59397847158834,220.59397847158834,left,0.174205505521968,213.35192747809924,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,26,no_8,no_K,0,0,0,hide,X-B-O,O-B-O,X-O-X,R,stimuli/blue-R.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/mW-R_none_X-B-O.png,stimuli/mB-L_none_X-B-O.png,stimuli/mB-L_none_O-B-O.png,stimuli/mB-L_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,22,22,25,,,,,,,,,220.79384905978804,227.46451987721957,228.20488922367804,228.20488922367804,228.20488922367804,229.09382801514585,229.09382801514585,right,0.37877071858383715,221.84483806206845,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,16,mem_7,mem_K,1,1,1,switch,B-X-O,O-X-B,O-X-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,23,23,15,,,,,,,,,229.49390410952037,236.16531213128474,236.90565324708587,236.90565324708587,236.90565324708587,237.79376276390394,237.79376276390394,left,0.4539472722681239,230.5486910933978,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,23,no_5,no_K,0,0,0,no,X-O-X,X-O-O,X-O-X,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/mW-R_none_X-O-X.png,stimuli/mB-R_none_X-O-X.png,stimuli/mB-R_none_X-O-O.png,stimuli/mB-R_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,24,24,22,,,,,,,,,238.27711022325093,244.93409560300643,245.6635445090942,245.6635445090942,245.6635445090942,246.5772508631344,246.5772508631344,right,0.6872855887049809,239.33376812771894,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,12,mem_3,mem_K,1,1,1,no,X-O-B,X-O-B,X-O-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-X.png,stimuli/mW-L_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,25,25,11,,,,,,,,,247.29378618253395,253.96651623165235,254.70451131823938,254.70451131823938,254.70451131823938,255.59383186482592,255.59383186482592,left,0.8790944084175862,248.35069495462812,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,15,mem_6,mem_K,1,1,1,no,X-B-O,X-B-X,X-X-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_X-B-O.png,stimuli/mW-R_w0_X-B-O.png,stimuli/mB-R_w0_X-B-O.png,stimuli/mB-R_w0_X-B-X.png,stimuli/mB-R_w0_X-X-X.png,stimuli/mW-L_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,26,26,14,,,,,,,,,256.49387716210913,263.1639480787562,263.9031102450681,263.9031102450681,263.9031102450681,264.79396871919744,264.79396871919744,left,0.4699951001093723,257.55331802892033,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,1,per_1,per_K,1,1,1,no,B-X-X,B-O-X,B-X-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-X.png,stimuli/m0_wW-R_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/mW-R_none_B-X-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mB-M_none_B-O-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mW-L_none_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/m0_wW-L_B-X-X.png,0,27,27,0,,,,,,,,,265.29385066381656,271.9635616399464,272.7050425672787,272.7050425672787,272.7050425672787,273.59388768445933,273.59388768445933,left,0.7356699949014001,266.3483883840963,,,S1,T-M,2023-01-25_09h34.18.899,knowing_that_K_ONLY,2022.2.5,59.936125689147715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.170051989261992,12.170051989261992,left,4.610134986054618,,,,,,,,,,,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,6,per_6,per_K,1,1,1,no,X-B-X,O-B-X,X-B-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-X.png,stimuli/mW-R_w0_X-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mW-L_w0_X-B-X.png,stimuli/m0_wW-R_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_wW-L_X-B-X.png,0,0,0,5,,,,,,,,,16.834656430059113,23.477620812598616,24.237027866824064,24.237027866824064,24.237027866824064,25.102053072303534,25.102053072303534,left,0.05418830085545778,,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,28,no_10,no_K,0,0,0,hide,O-B-O,O-B-O,X-O-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-B-O.png,stimuli/m0_wW-R_O-B-O.png,stimuli/m0_none_O-B-O.png,stimuli/mW-R_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,1,1,27,,,,,,,,,25.185345610196237,31.85840512358118,32.60169441497419,32.60169441497419,32.60169441497419,33.48521870072,33.48521870072,right,0.43148227978963405,26.24603311577812,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,1,per_1,per_K,1,1,1,no,B-X-X,B-O-X,B-X-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-X.png,stimuli/m0_wW-R_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/mW-R_none_B-X-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mB-M_none_B-O-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mW-L_none_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/m0_wW-L_B-X-X.png,0,2,2,0,,,,,,,,,33.93524696340319,40.608428060950246,41.324851741082966,41.324851741082966,41.324851741082966,42.235359693469945,42.235359693469945,left,0.47310320544056594,34.989274928404484,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,2,per_2,per_K,1,1,1,no,X-X-B,O-X-B,X-X-B,R,stimuli/blue-R.png,mB-L,m0,stimuli/m0_w0_X-X-B.png,stimuli/m0_wW-R_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/mW-R_none_X-X-B.png,stimuli/mB-L_none_X-X-B.png,stimuli/mB-L_none_O-X-B.png,stimuli/mB-L_none_X-X-B.png,stimuli/mW-L_none_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/m0_wW-L_X-X-B.png,0,3,3,1,,,,,,,,,42.73542674118653,49.4090713984333,50.14841930946568,50.14841930946568,50.14841930946568,51.03555551136378,51.03555551136378,left,0.39307740004733205,43.791746840579435,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,17,mem_8,mem_K,1,1,1,switch,O-X-B,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,4,4,16,,,,,,,,,51.45201723865466,58.10403787775431,58.864558437722735,58.864558437722735,58.864558437722735,59.75211392849451,59.75211392849451,left,0.18152767338324338,52.51173688285053,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,26,no_8,no_K,0,0,0,hide,X-B-O,O-B-O,X-O-X,R,stimuli/blue-R.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/mW-R_none_X-B-O.png,stimuli/mB-L_none_X-B-O.png,stimuli/mB-L_none_O-B-O.png,stimuli/mB-L_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,5,5,25,,,,,,,,,59.95206279261038,66.6271363045089,67.36421132931719,67.36421132931719,67.36421132931719,68.25220343243564,68.25220343243564,right,0.6165596991195343,61.01559966662899,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,18,mem_9,mem_K,1,1,1,switch,X-O-B,X-B-O,X-X-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-L_w0_X-O-B.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,6,6,17,,,,,,,,,68.88542504090583,75.5371739602997,76.27541061124066,76.27541061124066,76.27541061124066,77.1854752144427,77.1854752144427,left,0.33143358200322837,69.95095089089591,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,4,per_4,per_K,1,1,1,no,O-X-B,O-O-B,O-X-B,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_O-O-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mW-L_w0_O-X-B.png,stimuli/m0_wW-R_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/m0_wW-L_O-X-B.png,0,7,7,3,,,,,,,,,77.53543713520048,84.20718713244423,84.94873991957866,84.94873991957866,84.94873991957866,85.83544143394101,85.83544143394101,left,0.25746035878546536,78.59225929056993,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,11,mem_2,mem_K,1,1,1,no,O-B-O,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-O.png,stimuli/mW-R_w0_O-B-O.png,stimuli/mB-L_w0_O-B-O.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,8,8,10,,,,,,,,,86.11894429003587,92.79058457282372,93.53273790236562,93.53273790236562,93.53273790236562,94.41894088953268,94.41894088953268,left,0.3149574827984907,87.17464427807136,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,5,per_5,per_K,1,1,1,no,X-B-O,O-B-O,X-B-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/mW-R_w0_X-B-O.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_O-B-O.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mW-L_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/m0_wW-L_X-B-O.png,0,9,9,4,,,,,,,,,94.7520975676016,101.42731094942428,102.16701430972898,102.16701430972898,102.16701430972898,103.05217500933213,103.05217500933213,left,0.4242077607777901,95.81083138549002,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,19,no_1,no_K,0,0,0,no,X-X-X,O-X-X,X-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mB-L_none_O-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,10,10,18,,,,,,,,,103.50212884583743,110.17523680039449,110.89245093805948,110.89245093805948,110.89245093805948,111.80228777142474,111.80228777142474,right,0.6898188158520497,104.56227740307804,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,23,no_5,no_K,0,0,0,no,X-O-X,X-O-O,X-O-X,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/mW-R_none_X-O-X.png,stimuli/mB-R_none_X-O-X.png,stimuli/mB-R_none_X-O-O.png,stimuli/mB-R_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,11,11,22,,,,,,,,,112.51880608830834,119.19351292285137,119.92881647590548,119.92881647590548,119.92881647590548,120.81868495326489,120.81868495326489,right,0.4108873963705264,113.58120667957701,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,3,per_3,per_K,1,1,1,no,O-B-X,O-B-O,O-B-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_O-B-X.png,stimuli/m0_wW-R_O-B-X.png,stimuli/m0_none_O-B-X.png,stimuli/mW-R_none_O-B-X.png,stimuli/mB-R_none_O-B-X.png,stimuli/mB-R_none_O-B-O.png,stimuli/mB-R_none_O-B-X.png,stimuli/mW-L_none_O-B-X.png,stimuli/m0_none_O-B-X.png,stimuli/m0_wW-L_O-B-X.png,0,12,12,2,,,,,,,,,121.25230031483807,127.92947700840887,128.66923137626145,128.66923137626145,128.66923137626145,129.55227798694978,129.55227798694978,left,0.35582355986116454,122.30898869555676,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,13,mem_4,mem_K,1,1,1,no,B-X-O,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,13,13,12,,,,,,,,,129.93549815181177,136.60956851410447,137.35111745155882,137.35111745155882,137.35111745155882,138.2357186715235,138.2357186715235,right,0.8981935594347306,130.9916110127233,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,15,mem_6,mem_K,1,1,1,no,X-B-O,X-B-X,X-X-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_X-B-O.png,stimuli/mW-R_w0_X-B-O.png,stimuli/mB-R_w0_X-B-O.png,stimuli/mB-R_w0_X-B-X.png,stimuli/mB-R_w0_X-X-X.png,stimuli/mW-L_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,14,14,14,,,,,,,,,139.15225450420985,145.82633096171776,146.56192708667368,146.56192708667368,146.56192708667368,147.45244358526543,147.45244358526543,left,0.29693800234235823,140.21087539964356,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,12,mem_3,mem_K,1,1,1,no,X-O-B,X-O-B,X-O-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-X.png,stimuli/mW-L_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,15,15,11,,,,,,,,,147.76884089538362,154.44239540712442,155.18546366557712,155.18546366557712,155.18546366557712,156.06908066320466,156.06908066320466,left,0.35180871572811157,148.83225426037097,,,S1,T-M,2023-01-25_09h39.12.492,knowing_that_K_ONLY,2022.2.5,59.9838743822355,
