K_text,B_text,T_text,Anna_exit,trial_num,trial_code,cond,K_hit,B_hit,T_hit,book_move,start_shelf,mid_shelf,end_shelf,rectangle,rectangle_path,Todd_mid,Todd_final,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,frame_10,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,frames.thisRepN,frames.thisTrialN,frames.thisN,frames.thisIndex,sessionInst.started,startSession.started,startSession.keys,startSession.rt,crossText.started,movingImage.started,staticImage.started,promptText3.started,rectImage.started,respText.started,keyResp.started,keyResp.keys,keyResp.rt,crossText.stopped,respText.stopped,keyResp.stopped,subject,session,date,expName,psychopyVersion,frameRate,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,17,mem_8,mem_K,1,1,1,switch,O-X-B,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,9,9,16,,,,,,,,,103.22371840977576,109.89558710390702,110.63357449125033,110.63357449125033,110.63357449125033,111.5238866385771,111.5238866385771,left,0.27888164087198675,104.28105962369591,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,8,per_8,per_K,1,1,1,switch,O-X-B,B-X-O,B-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_O-X-B.png,stimuli/m0_wW-R_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/mW-R_none_O-X-B.png,stimuli/mB-L_none_O-X-B.png,stimuli/mB-L_none_B-X-O.png,stimuli/mB-L_none_B-X-X.png,stimuli/mW-L_none_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/m0_wW-L_B-X-X.png,0,10,10,7,,,,,,,,,111.82343186880462,118.4946820557816,119.23485699575394,119.23485699575394,119.23485699575394,120.12381182739045,120.12381182739045,left,0.2957555352477357,112.88143393606879,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,6,per_6,per_K,1,1,1,no,X-B-X,O-B-X,X-B-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-X.png,stimuli/mW-R_w0_X-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mW-L_w0_X-B-X.png,stimuli/m0_wW-R_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_wW-L_X-B-X.png,0,11,11,5,,,,,,,,,120.44044621067587,127.11449507914949,127.85193068603985,127.85193068603985,127.85193068603985,128.74066063505597,128.74066063505597,left,0.286644100677222,121.50162037368864,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,1,per_1,per_K,1,1,1,no,B-X-X,B-O-X,B-X-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-X.png,stimuli/m0_wW-R_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/mW-R_none_B-X-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mB-M_none_B-O-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mW-L_none_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/m0_wW-L_B-X-X.png,0,12,12,0,,,,,,,,,129.05744226672687,135.72936261014547,136.46924369502813,136.46924369502813,136.46924369502813,137.35733364301268,137.35733364301268,left,0.4614468552172184,130.115490850294,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,18,mem_9,mem_K,1,1,1,switch,X-O-B,X-B-O,X-X-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-L_w0_X-O-B.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,13,13,17,,,,,,,,,137.84046648535877,144.51177441666368,145.25033154943958,145.25033154943958,145.25033154943958,146.14061771170236,146.14061771170236,left,0.06223660695832223,138.89374152675737,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,10,mem_1,mem_K,1,1,1,no,O-X-B,X-X-B,X-X-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_X-X-B.png,stimuli/mB-M_w0_X-X-X.png,stimuli/mW-L_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,14,14,9,,,,,,,,,146.22385378845502,152.89438858558424,153.63242441404145,153.63242441404145,153.63242441404145,154.52401495957747,154.52401495957747,left,0.16842931555584073,147.28460898331832,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,16,mem_7,mem_K,1,1,1,switch,B-X-O,O-X-B,O-X-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,15,15,15,,,,,,,,,154.72379411908332,161.39276339975186,162.13168881379534,162.13168881379534,162.13168881379534,163.0238850346068,163.0238850346068,left,0.21111273940186948,155.78571896022186,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,19,no_1,no_K,0,0,0,no,X-X-X,O-X-X,X-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mB-L_none_O-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,16,16,18,,,,,,,,,163.2572342583444,169.90663714846596,170.66937637899537,170.66937637899537,170.66937637899537,171.55738516384736,171.55738516384736,right,0.2066154080675915,164.3164313151501,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,12,mem_3,mem_K,1,1,1,no,X-O-B,X-O-B,X-O-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-X.png,stimuli/mW-L_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,17,17,11,,,,,,,,,171.79025863739662,178.46093202126212,179.20512084302027,179.20512084302027,179.20512084302027,180.09051989903674,180.09051989903674,left,0.2976931828306988,172.8432747911429,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,28,no_10,no_K,0,0,0,hide,O-B-O,O-B-O,X-O-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-B-O.png,stimuli/m0_wW-R_O-B-O.png,stimuli/m0_none_O-B-O.png,stimuli/mW-R_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,18,18,27,,,,,,,,,180.40740097942762,187.0813949906733,187.81856112345122,187.81856112345122,187.81856112345122,188.70738859649282,188.70738859649282,right,0.1040397483156994,181.46324629103765,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,3,per_3,per_K,1,1,1,no,O-B-X,O-B-O,O-B-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_O-B-X.png,stimuli/m0_wW-R_O-B-X.png,stimuli/m0_none_O-B-X.png,stimuli/mW-R_none_O-B-X.png,stimuli/mB-R_none_O-B-X.png,stimuli/mB-R_none_O-B-O.png,stimuli/mB-R_none_O-B-X.png,stimuli/mW-L_none_O-B-X.png,stimuli/m0_none_O-B-X.png,stimuli/m0_wW-L_O-B-X.png,0,19,19,2,,,,,,,,,188.84072761866264,195.51045720139518,196.25273275666405,196.25273275666405,196.25273275666405,197.14056766650174,197.14056766650174,left,0.20689161913469434,189.90117548475973,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,20,no_2,no_K,0,0,0,no,X-O-X,O-O-X,X-O-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/mW-R_none_X-O-X.png,stimuli/mB-L_none_X-O-X.png,stimuli/mB-L_none_O-O-X.png,stimuli/mB-L_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,20,20,19,,,,,,,,,197.37386139144655,204.04568324843422,204.78575681487564,204.78575681487564,204.78575681487564,205.6739638557192,205.6739638557192,right,0.16977187432348728,198.43383414892014,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,7,per_7,per_K,1,1,1,switch,B-X-O,O-X-B,X-X-B,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_B-X-O.png,stimuli/m0_wW-R_B-X-O.png,stimuli/m0_none_B-X-O.png,stimuli/mW-R_none_B-X-O.png,stimuli/mB-R_none_B-X-O.png,stimuli/mB-R_none_O-X-B.png,stimuli/mB-R_none_X-X-B.png,stimuli/mW-L_none_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/m0_wW-L_X-X-B.png,0,21,21,6,,,,,,,,,205.87399035401177,212.54451135662384,213.2835840190528,213.2835840190528,213.2835840190528,214.1739696302684,214.1739696302684,left,0.4289415347157046,206.93729721265845,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,26,no_8,no_K,0,0,0,hide,X-B-O,O-B-O,X-O-X,R,stimuli/blue-R.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/mW-R_none_X-B-O.png,stimuli/mB-L_none_X-B-O.png,stimuli/mB-L_none_O-B-O.png,stimuli/mB-L_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,22,22,25,,,,,,,,,214.62358405755367,221.295120079536,222.03425080724992,222.03425080724992,222.03425080724992,222.92382382543292,222.92382382543292,right,2.1029830247862265,215.68075428379234,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,2,per_2,per_K,1,1,1,no,X-X-B,O-X-B,X-X-B,R,stimuli/blue-R.png,mB-L,m0,stimuli/m0_w0_X-X-B.png,stimuli/m0_wW-R_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/mW-R_none_X-X-B.png,stimuli/mB-L_none_X-X-B.png,stimuli/mB-L_none_O-X-B.png,stimuli/mB-L_none_X-X-B.png,stimuli/mW-L_none_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/m0_wW-L_X-X-B.png,0,23,23,1,,,,,,,,,225.05727512855083,231.73020920809358,232.47001843329053,232.47001843329053,232.47001843329053,233.35723932704423,233.35723932704423,left,0.8623066702857614,226.11199025274254,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,4,per_4,per_K,1,1,1,no,O-X-B,O-O-B,O-X-B,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_O-O-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mW-L_w0_O-X-B.png,stimuli/m0_wW-R_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/m0_wW-L_O-X-B.png,0,24,24,3,,,,,,,,,234.2406433117576,240.9146158292424,241.65124558005482,241.65124558005482,241.65124558005482,242.54065210174304,242.54065210174304,left,0.07095409603789449,235.30092756845988,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,15,mem_6,mem_K,1,1,1,no,X-B-O,X-B-X,X-X-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_X-B-O.png,stimuli/mW-R_w0_X-B-O.png,stimuli/mB-R_w0_X-B-O.png,stimuli/mB-R_w0_X-B-X.png,stimuli/mB-R_w0_X-X-X.png,stimuli/mW-L_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,25,25,14,,,,,,,,,242.64069919555914,249.31251527823042,250.04674799216446,250.04674799216446,250.04674799216446,250.94064222101588,250.94064222101588,left,0.17431604280136526,243.7029868643731,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,14,mem_5,mem_K,1,1,1,no,O-B-X,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-X.png,stimuli/mW-R_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,26,26,13,,,,,,,,,251.1408214214025,257.8126259550918,258.54872574005276,258.54872574005276,258.54872574005276,259.44083021138795,259.44083021138795,left,0.17961377650499344,252.20365830417722,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,22,no_4,no_K,0,0,0,no,O-X-X,O-O-X,O-X-X,M,stimuli/blue-M.png,mB-M,m0,stimuli/m0_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/mW-R_none_O-X-X.png,stimuli/mB-M_none_O-X-X.png,stimuli/mB-M_none_O-O-X.png,stimuli/mB-M_none_O-X-X.png,stimuli/mW-L_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,27,27,21,,,,,,,,,259.6406186741078,266.3141622785479,267.0521807837067,267.0521807837067,267.0521807837067,267.94067077245563,267.94067077245563,None,,260.6995828283252,270.94065088266507,270.94065088266507,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,13,mem_4,mem_K,1,1,1,no,B-X-O,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,1,0,28,12,,,,,,,,,270.95754370454233,277.61373285227455,278.35327260324266,278.35327260324266,278.35327260324266,279.24078703136183,279.24078703136183,left,0.4103176622884348,,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,27,no_9,no_K,0,0,0,hide,X-X-B,O-O-B,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_X-X-B.png,stimuli/m0_wW-R_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/mW-R_none_X-X-B.png,stimuli/mB-M_none_X-X-B.png,stimuli/mB-M_none_O-O-B.png,stimuli/mB-M_none_X-X-O.png,stimuli/mW-L_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,1,1,29,26,,,,,,,,,279.674062983715,286.34453265799675,287.08596354012843,287.08596354012843,287.08596354012843,287.97402397415135,287.97402397415135,right,0.26945614046417177,280.7340642926283,,,S3,T-M,2023-01-26_09h17.38.243,knowing_that_K_ONLY,2022.2.5,59.98641388861393,
