K_text,B_text,T_text,Anna_exit,trial_num,trial_code,cond,K_hit,B_hit,T_hit,book_move,start_shelf,mid_shelf,end_shelf,rectangle,rectangle_path,Todd_mid,Todd_final,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,frame_10,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,frames.thisRepN,frames.thisTrialN,frames.thisN,frames.thisIndex,sessionInst.started,startSession.started,startSession.keys,startSession.rt,crossText.started,movingImage.started,staticImage.started,promptText3.started,rectImage.started,respText.started,keyResp.started,keyResp.keys,keyResp.rt,crossText.stopped,subject,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.851331106154248,14.851331106154248,left,32.00361375894863,,,,,,,,,,,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,18,mem_9,mem_K,1,1,1,switch,X-O-B,X-B-O,X-X-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-L_w0_X-O-B.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,0,0,17,,,,,,,,,46.914916100446135,53.54728661978152,54.30609024432488,54.30609024432488,54.30609024432488,55.174545150017366,55.174545150017366,right,0.9911900379229337,,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,3,per_3,per_K,1,1,1,no,O-B-X,O-B-O,O-B-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_O-B-X.png,stimuli/m0_wW-R_O-B-X.png,stimuli/m0_none_O-B-X.png,stimuli/mW-R_none_O-B-X.png,stimuli/mB-R_none_O-B-X.png,stimuli/mB-R_none_O-B-O.png,stimuli/mB-R_none_O-B-X.png,stimuli/mW-L_none_O-B-X.png,stimuli/m0_none_O-B-X.png,stimuli/m0_wW-L_O-B-X.png,0,1,1,2,,,,,,,,,56.19119319948368,62.86231987737119,63.58617270342074,63.58617270342074,63.58617270342074,64.4912337489659,64.4912337489659,left,0.547267610556446,57.253917801426724,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,16,mem_7,mem_K,1,1,1,switch,B-X-O,O-X-B,O-X-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,2,2,15,,,,,,,,,65.05782530503348,71.73087551514618,72.4729605136672,72.4729605136672,72.4729605136672,73.35783666139469,73.35783666139469,left,0.43214728694874793,66.10738160298206,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,14,mem_5,mem_K,1,1,1,no,O-B-X,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-X.png,stimuli/mW-R_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,3,3,13,,,,,,,,,73.8078431095928,80.47919434926007,81.21882135851774,81.21882135851774,81.21882135851774,82.10790066153277,82.10790066153277,left,0.5058827956672758,74.85936368163675,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,12,mem_3,mem_K,1,1,1,no,X-O-B,X-O-B,X-O-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-X.png,stimuli/mW-L_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,4,4,11,,,,,,,,,82.64124295592774,89.31201161816716,90.05673425551504,90.05673425551504,90.05673425551504,90.94110770558473,90.94110770558473,left,0.4171391803538427,83.69592343340628,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,17,mem_8,mem_K,1,1,1,switch,O-X-B,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,5,5,16,,,,,,,,,91.37456266593654,98.0445921990322,98.78688796481583,98.78688796481583,98.78688796481583,99.67469977692235,99.67469977692235,left,0.46836878452450037,92.43722471129149,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,19,no_1,no_K,0,0,0,no,X-X-X,O-X-X,X-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mB-L_none_O-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,6,6,18,,,,,,,,,100.17479954648297,106.84686136385426,107.58916803705506,107.58916803705506,107.58916803705506,108.47445737849921,108.47445737849921,right,0.6599418142577633,101.22976970870513,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,24,no_6,no_K,0,0,0,no,X-X-X,X-X-O,X-X-X,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-R_none_X-X-X.png,stimuli/mB-R_none_X-X-O.png,stimuli/mB-R_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,7,7,23,,,,,,,,,109.15795741148759,115.8318423499586,116.56838067201898,116.56838067201898,116.56838067201898,117.45779649692122,117.45779649692122,right,0.7095324380788952,110.20737736835144,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,26,no_8,no_K,0,0,0,hide,X-B-O,O-B-O,X-O-X,R,stimuli/blue-R.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/mW-R_none_X-B-O.png,stimuli/mB-L_none_X-B-O.png,stimuli/mB-L_none_O-B-O.png,stimuli/mB-L_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,8,8,25,,,,,,,,,118.19108733464964,124.86522442381829,125.60114359704312,125.60114359704312,125.60114359704312,126.49155711790081,126.49155711790081,right,0.7148686681175604,119.24237115448341,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,28,no_10,no_K,0,0,0,hide,O-B-O,O-B-O,X-O-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-B-O.png,stimuli/m0_wW-R_O-B-O.png,stimuli/m0_none_O-B-O.png,stimuli/mW-R_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,9,9,27,,,,,,,,,127.2246442460455,133.8977162706433,134.63707316410728,134.63707316410728,134.63707316410728,135.5248394223163,135.5248394223163,right,0.6818086799466982,128.2831554269651,S5,T-M,2023-01-27_13h10.10.050,knowing_that_K_ONLY,2022.2.5,59.73844635793314,
