,index,S,block,trial_count,trial_type,trial_code,trial_num,cor_resp,resp,RT
61,62,S3,B-M,62.0,no_K,no_5,23.0,0.0,right,0.4111258834600448
62,63,S3,B-M,63.0,no_K,no_10,28.0,0.0,right,0.3902689041569829
63,64,S3,B-M,64.0,no_K,no_4,22.0,0.0,right,0.5126079272013158
64,65,S3,B-M,65.0,no_K,no_1,19.0,0.0,right,0.3192287789424881
65,66,S3,B-M,66.0,mem_K,mem_2,11.0,1.0,left,0.4058275080751627
66,67,S3,B-M,67.0,mem_K,mem_9,18.0,1.0,left,0.3677578669739887
67,68,S3,B-M,68.0,mem_K,mem_4,13.0,1.0,left,0.4769863303517923
68,69,S3,B-M,69.0,per_K,per_3,3.0,1.0,left,0.6365958751412109
69,70,S3,B-M,70.0,mem_K,mem_3,12.0,1.0,left,0.3167428798042238
70,71,S3,B-M,71.0,no_K,no_7,25.0,0.0,right,0.3163601623382419
71,72,S3,B-M,72.0,no_K,no_8,26.0,0.0,right,0.3945506562013179
72,73,S3,B-M,73.0,per_K,per_4,4.0,1.0,left,0.4616988047491759
73,74,S3,B-M,74.0,per_K,per_2,2.0,1.0,left,0.4860849330434575
74,75,S3,B-M,75.0,mem_K,mem_7,16.0,1.0,left,0.4793358884053305
75,76,S3,B-M,76.0,mem_K,mem_5,14.0,1.0,left,0.3270714392419904
76,77,S3,B-M,77.0,no_K,no_2,20.0,0.0,right,0.2205620985478162
77,78,S3,B-M,78.0,mem_K,mem_8,17.0,1.0,left,0.4936183397658169
78,79,S3,B-M,79.0,no_K,no_9,27.0,0.0,right,0.589122548350133
79,80,S3,B-M,80.0,no_K,no_3,21.0,0.0,right,0.3208854033146053
80,81,S3,B-M,81.0,per_K,per_1,1.0,1.0,left,1.1189103502547368
81,82,S3,B-M,82.0,per_K,per_5,5.0,1.0,left,0.3331432695267722
82,83,S3,B-M,83.0,mem_K,mem_6,15.0,1.0,left,0.9321981210960076
83,84,S3,B-M,84.0,per_K,per_6,6.0,1.0,left,0.3527898606844246
84,86,S3,T-M,1.0,per_K,per_9,9.0,1.0,left,0.3914727568626404
85,87,S3,T-M,2.0,no_K,no_6,24.0,0.0,right,0.2176182947587221
86,88,S3,T-M,3.0,no_K,no_7,25.0,0.0,right,0.3718636996345594
87,89,S3,T-M,4.0,per_K,per_5,5.0,1.0,left,0.2875461974181235
88,90,S3,T-M,5.0,mem_K,mem_2,11.0,1.0,left,0.2946519744582474
89,91,S3,T-M,6.0,no_K,no_3,21.0,0.0,right,0.262429280905053
90,92,S3,T-M,7.0,no_K,no_9,27.0,0.0,right,0.3186419114936143
91,93,S3,T-M,8.0,mem_K,mem_4,13.0,1.0,left,0.348197452374734
92,94,S3,T-M,9.0,no_K,no_5,23.0,0.0,right,0.3377441006014123
93,95,S3,T-M,10.0,mem_K,mem_8,17.0,1.0,left,0.2788816408719867
94,96,S3,T-M,11.0,per_K,per_8,8.0,1.0,left,0.2957555352477357
95,97,S3,T-M,12.0,per_K,per_6,6.0,1.0,left,0.286644100677222
96,98,S3,T-M,13.0,per_K,per_1,1.0,1.0,left,0.4614468552172184
97,99,S3,T-M,14.0,mem_K,mem_9,18.0,1.0,left,0.0622366069583222
98,100,S3,T-M,15.0,mem_K,mem_1,10.0,1.0,left,0.1684293155558407
99,101,S3,T-M,16.0,mem_K,mem_7,16.0,1.0,left,0.2111127394018694
100,102,S3,T-M,17.0,no_K,no_1,19.0,0.0,right,0.2066154080675915
101,103,S3,T-M,18.0,mem_K,mem_3,12.0,1.0,left,0.2976931828306988
102,104,S3,T-M,19.0,no_K,no_10,28.0,0.0,right,0.1040397483156994
103,105,S3,T-M,20.0,per_K,per_3,3.0,1.0,left,0.2068916191346943
104,106,S3,T-M,21.0,no_K,no_2,20.0,0.0,right,0.1697718743234872
105,107,S3,T-M,22.0,per_K,per_7,7.0,1.0,left,0.4289415347157046
106,108,S3,T-M,23.0,no_K,no_8,26.0,0.0,right,2.1029830247862265
107,109,S3,T-M,24.0,per_K,per_2,2.0,1.0,left,0.8623066702857614
108,110,S3,T-M,25.0,per_K,per_4,4.0,1.0,left,0.0709540960378944
109,111,S3,T-M,26.0,mem_K,mem_6,15.0,1.0,left,0.1743160428013652
110,112,S3,T-M,27.0,mem_K,mem_5,14.0,1.0,left,0.1796137765049934
111,113,S3,T-M,28.0,no_K,no_4,22.0,0.0,None,
112,114,S3,T-M,29.0,mem_K,mem_4,13.0,1.0,left,0.4103176622884348
113,115,S3,T-M,30.0,no_K,no_9,27.0,0.0,right,0.2694561404641717
114,116,S3,T-M,31.0,mem_K,mem_5,14.0,1.0,left,0.3010718754958361
115,117,S3,T-M,32.0,per_K,per_6,6.0,1.0,left,0.2600325651001185
116,118,S3,T-M,33.0,per_K,per_8,8.0,1.0,left,0.2223302428610623
117,119,S3,T-M,34.0,no_K,no_6,24.0,0.0,right,0.2065753078786656
118,120,S3,T-M,35.0,per_K,per_7,7.0,1.0,left,0.5530035881092772
119,121,S3,T-M,36.0,no_K,no_7,25.0,0.0,right,0.3017802076647058
120,122,S3,T-M,37.0,no_K,no_4,22.0,0.0,right,0.4121035701828077
121,123,S3,T-M,38.0,per_K,per_4,4.0,1.0,left,0.0955952623626217
122,124,S3,T-M,39.0,per_K,per_9,9.0,1.0,left,0.3512909515993669
123,125,S3,T-M,40.0,no_K,no_8,26.0,0.0,right,0.3971727768657729
124,126,S3,T-M,41.0,mem_K,mem_9,18.0,1.0,left,0.2875413855072111
125,127,S3,T-M,42.0,mem_K,mem_6,15.0,1.0,left,0.3263135841116309
126,128,S3,T-M,43.0,mem_K,mem_1,10.0,1.0,left,2.3973582008620724
127,129,S3,T-M,44.0,no_K,no_2,20.0,0.0,right,0.2969527704408392
128,130,S3,T-M,45.0,mem_K,mem_3,12.0,1.0,left,0.3269927232759073
129,131,S3,T-M,46.0,per_K,per_3,3.0,1.0,left,0.198343193042092
130,132,S3,T-M,47.0,no_K,no_3,21.0,0.0,right,0.2727867128560319
131,133,S3,T-M,48.0,no_K,no_10,28.0,0.0,right,0.2324127467582002
132,134,S3,T-M,49.0,no_K,no_5,23.0,0.0,right,0.2502185726771131
133,135,S3,T-M,50.0,mem_K,mem_7,16.0,1.0,left,0.2118387155933305
134,136,S3,T-M,51.0,per_K,per_5,5.0,1.0,left,0.2628707053372636
135,137,S3,T-M,52.0,mem_K,mem_2,11.0,1.0,left,0.2215044969925657
136,138,S3,T-M,53.0,per_K,per_1,1.0,1.0,left,0.4001382758142426
137,139,S3,T-M,54.0,no_K,no_1,19.0,0.0,right,1.4190977078396827
138,140,S3,T-M,55.0,mem_K,mem_8,17.0,1.0,left,0.26948789996095
139,141,S3,T-M,56.0,per_K,per_2,2.0,1.0,left,0.3087605506880209
140,142,S3,T-M,57.0,per_K,per_3,3.0,1.0,left,0.9095108438050374
141,143,S3,T-M,58.0,no_K,no_7,25.0,0.0,right,0.1631431308342144
142,144,S3,T-M,59.0,no_K,no_5,23.0,0.0,right,0.3350066922139376
143,145,S3,T-M,60.0,mem_K,mem_2,11.0,1.0,left,0.0682263118214905
144,146,S3,T-M,61.0,no_K,no_10,28.0,0.0,right,0.0521085489308461
145,147,S3,T-M,62.0,mem_K,mem_6,15.0,1.0,left,0.1092460532672703
146,148,S3,T-M,63.0,per_K,per_5,5.0,1.0,left,0.165239896508865
147,149,S3,T-M,64.0,mem_K,mem_4,13.0,1.0,left,0.3772695437073707
148,150,S3,T-M,65.0,no_K,no_9,27.0,0.0,right,0.4529484743252396
149,151,S3,T-M,66.0,per_K,per_2,2.0,1.0,left,0.2296156691154465
150,152,S3,T-M,67.0,per_K,per_6,6.0,1.0,left,0.0400447682477533
151,153,S3,T-M,68.0,per_K,per_4,4.0,1.0,left,0.2336552152410149
152,154,S3,T-M,69.0,mem_K,mem_7,16.0,1.0,left,0.2024687140947207
153,155,S3,T-M,70.0,no_K,no_2,20.0,0.0,right,0.0291884884936735
154,156,S3,T-M,71.0,no_K,no_6,24.0,0.0,right,0.1756788120837882
155,157,S3,T-M,72.0,no_K,no_1,19.0,0.0,right,0.1712966490304097
156,158,S3,T-M,73.0,per_K,per_7,7.0,1.0,left,0.2875545383431017
157,159,S3,T-M,74.0,mem_K,mem_8,17.0,1.0,left,0.0950810158392414
158,160,S3,T-M,75.0,no_K,no_8,26.0,0.0,right,0.1750359238358214
159,161,S3,T-M,76.0,mem_K,mem_9,18.0,1.0,left,0.0590969122713431
160,162,S3,T-M,77.0,per_K,per_8,8.0,1.0,left,0.1553405707236379
161,163,S3,T-M,78.0,no_K,no_4,22.0,0.0,right,0.1833626753650605
162,164,S3,T-M,79.0,mem_K,mem_3,12.0,1.0,right,0.132183757959865
163,165,S3,T-M,80.0,per_K,per_1,1.0,1.0,left,0.2655288754031062
164,166,S3,T-M,81.0,mem_K,mem_1,10.0,1.0,left,0.0509850983507931
165,167,S3,T-M,82.0,per_K,per_9,9.0,1.0,left,0.8121033135103062
166,168,S3,T-M,83.0,no_K,no_3,21.0,0.0,right,0.1894646610599011
167,169,S3,T-M,84.0,mem_K,mem_5,14.0,1.0,left,0.0483080008998513
168,171,S3,K-M,1.0,mem_K,mem_5,14.0,1.0,right,2.548290509963408
169,172,S3,K-M,2.0,per_K,per_5,5.0,1.0,left,0.2260112846270203
170,173,S3,K-M,3.0,per_K,per_1,1.0,1.0,left,0.6592468160670251
171,174,S3,K-M,4.0,mem_K,mem_7,16.0,1.0,right,1.2356857277918607
172,175,S3,K-M,5.0,no_K,no_7,25.0,0.0,right,0.5903047395404428
173,176,S3,K-M,6.0,no_K,no_2,20.0,0.0,right,0.1775861366186291
174,177,S3,K-M,7.0,mem_K,mem_4,13.0,1.0,right,0.98135826154612
175,178,S3,K-M,8.0,per_K,per_9,9.0,1.0,left,0.4650531500810757
176,179,S3,K-M,9.0,mem_K,mem_6,15.0,1.0,right,0.618044858565554
177,180,S3,K-M,10.0,no_K,no_3,21.0,0.0,right,0.2199731386499479
178,181,S3,K-M,11.0,mem_K,mem_3,12.0,1.0,right,0.2216490113642066
179,182,S3,K-M,12.0,per_K,per_3,3.0,1.0,left,0.0650787501363083
180,183,S3,K-M,13.0,no_K,no_9,27.0,0.0,right,0.0165734012844041
181,184,S3,K-M,14.0,mem_K,mem_2,11.0,1.0,right,0.1242190249031409
182,185,S3,K-M,15.0,per_K,per_8,8.0,1.0,left,0.1300377418519929
183,186,S3,K-M,16.0,mem_K,mem_8,17.0,1.0,right,0.3035489453468472
184,187,S3,K-M,17.0,per_K,per_4,4.0,1.0,left,0.2863099775277078
185,188,S3,K-M,18.0,no_K,no_6,24.0,0.0,right,0.0943564758636057
186,189,S3,K-M,19.0,no_K,no_10,28.0,0.0,right,0.3982909270562231
187,190,S3,K-M,20.0,no_K,no_4,22.0,0.0,right,0.9044121608603746
188,191,S3,K-M,21.0,per_K,per_7,7.0,1.0,left,0.2647911827079952
189,192,S3,K-M,22.0,per_K,per_6,6.0,1.0,left,0.1519491991493851
190,193,S3,K-M,23.0,mem_K,mem_9,18.0,1.0,right,0.0939015778712928
191,194,S3,K-M,24.0,mem_K,mem_1,10.0,1.0,right,0.1080489711603149
192,195,S3,K-M,25.0,no_K,no_1,19.0,0.0,right,0.4430605297675356
193,196,S3,K-M,26.0,per_K,per_2,2.0,1.0,left,0.1243149448418989
194,197,S3,K-M,27.0,no_K,no_5,23.0,0.0,right,0.3704866473563015
195,198,S3,K-M,28.0,no_K,no_8,26.0,0.0,right,0.0228752470575273
196,199,S3,K-M,29.0,per_K,per_5,5.0,1.0,left,0.0079694763990119
197,200,S3,K-M,30.0,mem_K,mem_3,12.0,1.0,right,0.0263100801967084
198,201,S3,K-M,31.0,mem_K,mem_6,15.0,1.0,right,0.0131619868334382
199,202,S3,K-M,32.0,no_K,no_4,22.0,0.0,right,0.0390157868387177
200,203,S3,K-M,33.0,mem_K,mem_7,16.0,1.0,right,0.0812642022501677
201,204,S3,K-M,34.0,per_K,per_6,6.0,1.0,left,0.0489147917833179
202,205,S3,K-M,35.0,no_K,no_5,23.0,0.0,right,0.2185683441348374
203,206,S3,K-M,36.0,mem_K,mem_5,14.0,1.0,right,0.2204184127040207
204,207,S3,K-M,37.0,mem_K,mem_8,17.0,1.0,right,0.1111180895240977
205,208,S3,K-M,38.0,no_K,no_10,28.0,0.0,right,1.8136009729932996
206,209,S3,K-M,39.0,per_K,per_2,2.0,1.0,left,0.1191317377379164
207,210,S3,K-M,40.0,per_K,per_3,3.0,1.0,left,0.1171369872754439
208,211,S3,K-M,41.0,no_K,no_9,27.0,0.0,right,0.3487901277840137
209,212,S3,K-M,42.0,no_K,no_7,25.0,0.0,right,0.3460504738613963
210,213,S3,K-M,43.0,no_K,no_1,19.0,0.0,right,0.2482987224357202
211,214,S3,K-M,44.0,per_K,per_7,7.0,1.0,left,0.0647104687523096
212,215,S3,K-M,45.0,no_K,no_6,24.0,0.0,right,0.0552769482601434
213,216,S3,K-M,46.0,no_K,no_2,20.0,0.0,right,0.1040966835571453
214,217,S3,K-M,47.0,mem_K,mem_1,10.0,1.0,right,0.0952165476046502
215,218,S3,K-M,48.0,per_K,per_4,4.0,1.0,left,0.2865871508838609
216,219,S3,K-M,49.0,per_K,per_9,9.0,1.0,left,0.0613205479457974
217,220,S3,K-M,50.0,no_K,no_8,26.0,0.0,right,0.3908601769944653
218,221,S3,K-M,51.0,per_K,per_1,1.0,1.0,left,0.2263779619242996
219,222,S3,K-M,52.0,mem_K,mem_9,18.0,1.0,right,0.1973918456351384
220,223,S3,K-M,53.0,mem_K,mem_4,13.0,1.0,right,0.4634225105401128
221,224,S3,K-M,54.0,per_K,per_8,8.0,1.0,left,0.2082535790977999
222,225,S3,K-M,55.0,mem_K,mem_2,11.0,1.0,right,0.578547966782935
223,226,S3,K-M,56.0,no_K,no_3,21.0,0.0,right,0.254313129116781
224,227,S3,K-M,57.0,mem_K,mem_1,10.0,1.0,right,0.4550226160790771
225,228,S3,K-M,58.0,no_K,no_10,28.0,0.0,right,0.3517042984021827
226,229,S3,K-M,59.0,per_K,per_8,8.0,1.0,left,0.4764971401309594
227,230,S3,K-M,60.0,per_K,per_6,6.0,1.0,left,0.1875698333606124
228,231,S3,K-M,61.0,mem_K,mem_2,11.0,1.0,right,0.1353274554712698
229,232,S3,K-M,62.0,per_K,per_3,3.0,1.0,left,0.0616182527737692
230,233,S3,K-M,63.0,per_K,per_4,4.0,1.0,left,0.0215140817454084
231,234,S3,K-M,64.0,no_K,no_6,24.0,0.0,right,0.2084271332714706
232,235,S3,K-M,65.0,mem_K,mem_9,18.0,1.0,right,0.3387060198001563
233,236,S3,K-M,66.0,no_K,no_5,23.0,0.0,right,0.183526758570224
234,237,S3,K-M,67.0,mem_K,mem_6,15.0,1.0,right,0.1480578639311716
235,238,S3,K-M,68.0,mem_K,mem_4,13.0,1.0,right,0.0890917849028483
236,239,S3,K-M,69.0,mem_K,mem_8,17.0,1.0,right,0.0319029522361233
237,240,S3,K-M,70.0,no_K,no_9,27.0,0.0,right,0.2675850522937253
238,241,S3,K-M,71.0,per_K,per_5,5.0,1.0,left,0.0991486248094588
239,242,S3,K-M,72.0,no_K,no_8,26.0,0.0,right,0.3311187182553112
240,243,S3,K-M,73.0,no_K,no_3,21.0,0.0,right,0.1200806716224178
241,244,S3,K-M,74.0,per_K,per_7,7.0,1.0,left,0.2704867115244269
242,245,S3,K-M,75.0,no_K,no_7,25.0,0.0,right,0.4467693282058462
243,246,S3,K-M,76.0,no_K,no_2,20.0,0.0,right,0.0712230816716328
244,247,S3,K-M,77.0,no_K,no_1,19.0,0.0,right,0.1844336674548685
245,248,S3,K-M,78.0,per_K,per_2,2.0,1.0,left,0.0117812525713816
246,249,S3,K-M,79.0,no_K,no_4,22.0,0.0,right,0.1412151451222598
247,250,S3,K-M,80.0,mem_K,mem_3,12.0,1.0,right,0.0830353532219305
248,251,S3,K-M,81.0,mem_K,mem_7,16.0,1.0,right,0.1636495104758069
249,252,S3,K-M,82.0,mem_K,mem_5,14.0,1.0,right,0.1684730978449806
250,253,S3,K-M,83.0,per_K,per_9,9.0,1.0,left,0.0281896623782813
251,254,S3,K-M,84.0,per_K,per_1,1.0,1.0,left,0.1013024932472035
252,256,S3,B-A,1.0,per_K,per_4,32.0,0.0,right,1.6419325165916234
253,257,S3,B-A,2.0,per_K,per_12,40.0,1.0,left,0.2987838009139523
254,258,S3,B-A,3.0,per_K,per_10,38.0,1.0,left,0.0260483622550964
255,259,S3,B-A,4.0,mem_K,mem_4,44.0,1.0,right,2.475817416445352
256,260,S3,B-A,5.0,per_K,per_2,30.0,0.0,right,0.6443452726816759
257,261,S3,B-A,6.0,per_K,per_1,29.0,0.0,right,0.5502936581615359
258,262,S3,B-A,7.0,mem_K,mem_1,41.0,1.0,right,0.2909873359603807
259,263,S3,B-A,8.0,mem_K,mem_3,43.0,1.0,right,1.0819055434549227
260,264,S3,B-A,9.0,per_K,per_7,35.0,0.0,right,0.2909716166323051
261,265,S3,B-A,10.0,mem_K,mem_9,49.0,1.0,right,1.538503201212734
262,266,S3,B-A,11.0,per_K,per_8,36.0,0.0,right,0.9751418062951416
263,267,S3,B-A,12.0,mem_K,mem_2,42.0,1.0,left,0.0751420628512278
264,268,S3,B-A,13.0,mem_K,mem_12,52.0,1.0,left,0.2345719581935554
265,269,S3,B-A,14.0,mem_K,mem_8,48.0,1.0,left,0.3567887553945184
266,270,S3,B-A,15.0,mem_K,mem_6,46.0,1.0,left,0.0654024968389421
267,271,S3,B-A,16.0,mem_K,mem_5,45.0,1.0,left,0.051143464166671
268,272,S3,B-A,17.0,mem_K,mem_10,50.0,1.0,left,0.7459392765304074
269,273,S3,B-A,18.0,per_K,per_6,34.0,0.0,right,0.1275743559235707
270,274,S3,B-A,19.0,mem_K,mem_7,47.0,1.0,left,0.1650049582822248
271,275,S3,B-A,20.0,per_K,per_9,37.0,0.0,left,0.1064828700618818
272,276,S3,B-A,21.0,per_K,per_11,39.0,1.0,left,0.1856338467914611
273,277,S3,B-A,22.0,per_K,per_5,33.0,0.0,right,0.1799020672915503
274,278,S3,B-A,23.0,per_K,per_3,31.0,0.0,right,0.240007316111587
275,279,S3,B-A,24.0,mem_K,mem_11,51.0,1.0,left,0.3061057986924425
276,280,S3,B-A,25.0,per_K,per_11,39.0,1.0,left,0.1844314788468182
277,281,S3,B-A,26.0,per_K,per_5,33.0,0.0,right,0.3160323926713317
278,282,S3,B-A,27.0,mem_K,mem_6,46.0,1.0,left,0.0273601239314302
279,283,S3,B-A,28.0,per_K,per_2,30.0,0.0,right,0.0844100491376593
280,284,S3,B-A,29.0,mem_K,mem_10,50.0,1.0,left,0.1390183459734544
281,285,S3,B-A,30.0,mem_K,mem_11,51.0,1.0,left,0.2096330871572718
282,286,S3,B-A,31.0,mem_K,mem_9,49.0,1.0,left,2.443552697892301
283,287,S3,B-A,32.0,mem_K,mem_2,42.0,1.0,left,0.2137303774943575
284,288,S3,B-A,33.0,mem_K,mem_5,45.0,1.0,left,0.3910459786420688
285,289,S3,B-A,34.0,mem_K,mem_4,44.0,1.0,left,0.8439261761959642
286,290,S3,B-A,35.0,per_K,per_7,35.0,0.0,right,0.1564761011395603
287,291,S3,B-A,36.0,mem_K,mem_1,41.0,1.0,left,0.2492932674940675
288,292,S3,B-A,37.0,per_K,per_1,29.0,0.0,right,0.281920492881909
289,293,S3,B-A,38.0,per_K,per_3,31.0,0.0,right,0.2427825792692601
290,294,S3,B-A,39.0,mem_K,mem_7,47.0,1.0,right,2.723878966877237
291,295,S3,B-A,40.0,mem_K,mem_8,48.0,1.0,left,1.1154958183178678
292,296,S3,B-A,41.0,mem_K,mem_3,43.0,1.0,left,0.2960784727474674
293,297,S3,B-A,42.0,per_K,per_6,34.0,0.0,right,0.2951484661316499
294,298,S3,B-A,43.0,per_K,per_12,40.0,1.0,left,0.3116431718226522
295,299,S3,B-A,44.0,mem_K,mem_12,52.0,1.0,left,0.0692335211206227
296,300,S3,B-A,45.0,per_K,per_10,38.0,1.0,left,0.1502364912303164
297,301,S3,B-A,46.0,per_K,per_4,32.0,0.0,right,0.2184683107770979
298,302,S3,B-A,47.0,per_K,per_9,37.0,0.0,right,0.0775320420507341
299,303,S3,B-A,48.0,per_K,per_8,36.0,0.0,right,0.10115850972943
300,304,S3,B-A,49.0,mem_K,mem_1,41.0,1.0,left,2.0745726382592693
301,305,S3,B-A,50.0,per_K,per_8,36.0,0.0,right,0.2024573752423748
302,306,S3,B-A,51.0,mem_K,mem_11,51.0,1.0,left,0.2610391328344121
303,307,S3,B-A,52.0,mem_K,mem_2,42.0,1.0,left,0.1339050738606602
304,308,S3,B-A,53.0,mem_K,mem_7,47.0,1.0,left,0.3408474338939413
305,309,S3,B-A,54.0,per_K,per_6,34.0,0.0,right,0.9136590310372412
306,310,S3,B-A,55.0,mem_K,mem_10,50.0,1.0,left,0.2484614263521507
307,311,S3,B-A,56.0,per_K,per_12,40.0,1.0,left,0.1692729156929999
308,312,S3,B-A,57.0,per_K,per_11,39.0,1.0,left,0.1175409347051754
309,313,S3,B-A,58.0,per_K,per_7,35.0,0.0,right,0.2358041609404608
310,314,S3,B-A,59.0,per_K,per_2,30.0,0.0,right,0.8622584391850978
311,315,S3,B-A,60.0,per_K,per_1,29.0,0.0,right,1.3656185251893476
312,316,S3,B-A,61.0,per_K,per_4,32.0,0.0,right,0.162968503544107
313,317,S3,B-A,62.0,per_K,per_10,38.0,1.0,left,0.7039256886346266
314,318,S3,B-A,63.0,mem_K,mem_9,49.0,1.0,left,1.0383973363786936
315,319,S3,B-A,64.0,mem_K,mem_6,46.0,1.0,left,0.264559299335815
316,320,S3,B-A,65.0,mem_K,mem_4,44.0,1.0,left,1.0000136295566335
317,321,S3,B-A,66.0,mem_K,mem_8,48.0,1.0,left,0.0601403722539544
318,322,S3,B-A,67.0,mem_K,mem_3,43.0,1.0,left,0.3732346991309896
319,323,S3,B-A,68.0,per_K,per_9,37.0,0.0,right,0.1276738047599792
320,324,S3,B-A,69.0,mem_K,mem_5,45.0,1.0,left,0.2065293221967294
321,325,S3,B-A,70.0,per_K,per_5,33.0,0.0,right,0.1850801415275782
322,326,S3,B-A,71.0,per_K,per_3,31.0,0.0,right,0.1482606680365279
323,327,S3,B-A,72.0,mem_K,mem_12,52.0,1.0,left,0.1062246239744126
324,329,S3,K-A,1.0,per_K,per_9,37.0,1.0,left,0.516735885408707
325,330,S3,K-A,2.0,per_K,per_7,35.0,1.0,left,0.2428234221879393
