,index,S,block,trial_count,trial_type,trial_code,trial_num,cor_resp,resp,RT
217,701,S2,T-M,2.0,no_K,no_4,22.0,0.0,left,0.0123396035050973
218,702,S2,T-M,3.0,mem_K,mem_2,11.0,1.0,left,0.2147294542519375
219,703,S2,T-M,4.0,per_K,per_9,9.0,1.0,left,0.1764317225897684
220,704,S2,T-M,5.0,per_K,per_5,5.0,1.0,left,0.0451474408619105
221,705,S2,T-M,6.0,per_K,per_4,4.0,1.0,left,0.0070223008515313
222,706,S2,T-M,7.0,mem_K,mem_9,18.0,1.0,left,0.0964139372808858
223,707,S2,T-M,8.0,per_K,per_7,7.0,1.0,left,0.1122407320654019
224,708,S2,T-M,9.0,mem_K,mem_5,14.0,1.0,left,0.0221622574608773
225,709,S2,T-M,10.0,no_K,no_1,19.0,0.0,right,0.8886147135635838
226,710,S2,T-M,11.0,per_K,per_6,6.0,1.0,left,0.3857717610662803
227,711,S2,T-M,12.0,mem_K,mem_4,13.0,1.0,left,0.5645762068452314
228,712,S2,T-M,13.0,no_K,no_6,24.0,0.0,right,0.3445184753509238
229,713,S2,T-M,14.0,mem_K,mem_8,17.0,1.0,left,0.0293864104896783
230,714,S2,T-M,15.0,per_K,per_1,1.0,1.0,left,0.2635864027542993
231,715,S2,T-M,16.0,no_K,no_8,26.0,0.0,right,0.3120070594595745
232,716,S2,T-M,17.0,no_K,no_5,23.0,0.0,right,0.0632634827634319
233,717,S2,T-M,18.0,per_K,per_2,2.0,1.0,left,0.1197330761933699
234,718,S2,T-M,19.0,no_K,no_10,28.0,0.0,right,0.0055023382883518
235,719,S2,T-M,20.0,per_K,per_8,8.0,1.0,left,0.0721108969300985
236,720,S2,T-M,21.0,no_K,no_3,21.0,0.0,right,0.1285737534053623
237,721,S2,T-M,22.0,no_K,no_9,27.0,0.0,right,0.1990406045224517
238,722,S2,T-M,23.0,no_K,no_2,20.0,0.0,right,0.1060890220105648
239,723,S2,T-M,24.0,mem_K,mem_1,10.0,1.0,left,0.0963148092851042
240,724,S2,T-M,25.0,per_K,per_3,3.0,1.0,left,0.4792706328444183
241,725,S2,T-M,26.0,mem_K,mem_3,12.0,1.0,left,0.7669070301344618
242,726,S2,T-M,27.0,mem_K,mem_7,16.0,1.0,left,0.1562875667586922
243,727,S2,T-M,28.0,no_K,no_7,25.0,0.0,right,0.4260972859337926
244,728,S2,T-M,29.0,per_K,per_2,2.0,1.0,left,0.4183611319167539
245,729,S2,T-M,30.0,mem_K,mem_6,15.0,1.0,right,0.1325440059881657
246,730,S2,T-M,31.0,per_K,per_6,6.0,1.0,left,0.0517367256106808
247,731,S2,T-M,32.0,no_K,no_1,19.0,0.0,right,1.4349174317903817
248,732,S2,T-M,33.0,per_K,per_4,4.0,1.0,left,0.2688517352798953
249,733,S2,T-M,34.0,per_K,per_3,3.0,1.0,left,0.077354094129987
250,734,S2,T-M,35.0,per_K,per_9,9.0,1.0,left,0.0047920813085511
251,735,S2,T-M,36.0,no_K,no_4,22.0,0.0,right,0.3277902252739295
252,736,S2,T-M,37.0,mem_K,mem_2,11.0,1.0,left,0.1097378304693847
253,737,S2,T-M,38.0,per_K,per_5,5.0,1.0,left,0.0044979054946452
254,738,S2,T-M,39.0,no_K,no_5,23.0,0.0,right,0.047367715393193
255,739,S2,T-M,40.0,mem_K,mem_1,10.0,1.0,right,0.4964075854513794
256,740,S2,T-M,41.0,no_K,no_7,25.0,0.0,right,0.1113450513221323
257,741,S2,T-M,42.0,mem_K,mem_4,13.0,1.0,right,0.5824182835640386
258,742,S2,T-M,43.0,mem_K,mem_7,16.0,1.0,left,0.0179077737266197
259,743,S2,T-M,44.0,mem_K,mem_3,12.0,1.0,left,0.0517963948659598
260,744,S2,T-M,45.0,mem_K,mem_8,17.0,1.0,left,0.1243115705437958
261,745,S2,T-M,46.0,no_K,no_8,26.0,0.0,right,0.2666317814728245
262,746,S2,T-M,47.0,mem_K,mem_5,14.0,1.0,left,0.0831455428851768
263,747,S2,T-M,48.0,per_K,per_1,1.0,1.0,left,0.2425247514620423
264,748,S2,T-M,49.0,no_K,no_3,21.0,0.0,right,0.1080542585114017
265,749,S2,T-M,50.0,mem_K,mem_9,18.0,1.0,left,0.1321927272947505
266,750,S2,T-M,51.0,no_K,no_6,24.0,0.0,right,0.4979323600418865
267,751,S2,T-M,52.0,per_K,per_8,8.0,1.0,left,0.1443411997752264
268,752,S2,T-M,53.0,no_K,no_9,27.0,0.0,right,0.1094641858944669
269,753,S2,T-M,54.0,per_K,per_7,7.0,1.0,left,0.2685780907049775
270,754,S2,T-M,55.0,no_K,no_10,28.0,0.0,right,0.4522815125528723
271,755,S2,T-M,56.0,no_K,no_2,20.0,0.0,right,0.5194049592828378
272,756,S2,T-M,57.0,per_K,per_7,7.0,1.0,left,0.1071204022737219
273,757,S2,T-M,58.0,no_K,no_7,25.0,0.0,right,0.2256197391543537
274,758,S2,T-M,59.0,mem_K,mem_7,16.0,1.0,left,0.3646995234303176
275,759,S2,T-M,60.0,no_K,no_8,26.0,0.0,right,0.120596355991438
276,760,S2,T-M,61.0,per_K,per_8,8.0,1.0,left,0.0944631368620321
277,761,S2,T-M,62.0,mem_K,mem_2,11.0,1.0,left,0.0462946308543905
278,762,S2,T-M,63.0,per_K,per_1,1.0,1.0,left,0.1752838909160345
279,763,S2,T-M,64.0,no_K,no_4,22.0,0.0,right,0.4520059431670233
280,764,S2,T-M,65.0,per_K,per_9,9.0,1.0,left,0.5395731753669679
281,765,S2,T-M,66.0,mem_K,mem_9,18.0,1.0,left,0.0742788807256147
282,766,S2,T-M,67.0,per_K,per_3,3.0,1.0,left,0.1211250384803861
283,767,S2,T-M,68.0,no_K,no_9,27.0,0.0,right,0.4552441242849454
284,768,S2,T-M,69.0,mem_K,mem_8,17.0,1.0,left,0.3280831179581582
285,769,S2,T-M,70.0,no_K,no_6,24.0,0.0,right,0.1822398530784994
286,770,S2,T-M,71.0,per_K,per_4,4.0,1.0,left,0.01040035195183
287,771,S2,T-M,72.0,per_K,per_6,6.0,1.0,left,0.1329527085181325
288,772,S2,T-M,73.0,no_K,no_3,21.0,0.0,right,0.2027330421842634
289,773,S2,T-M,74.0,no_K,no_2,20.0,0.0,right,0.1490342206088826
290,774,S2,T-M,75.0,no_K,no_1,19.0,0.0,right,0.4113028337014839
291,775,S2,T-M,76.0,mem_K,mem_1,10.0,1.0,left,0.2371692733140662
292,776,S2,T-M,77.0,no_K,no_10,28.0,0.0,right,0.2154926436487585
293,777,S2,T-M,78.0,mem_K,mem_5,14.0,1.0,left,0.4576418027281761
294,778,S2,T-M,79.0,no_K,no_5,23.0,0.0,right,0.0659996079048141
295,779,S2,T-M,80.0,per_K,per_2,2.0,1.0,left,0.4263115820940584
296,780,S2,T-M,81.0,mem_K,mem_3,12.0,1.0,left,0.5083651804598048
297,781,S2,T-M,82.0,mem_K,mem_4,13.0,1.0,left,0.3316055301111191
298,782,S2,T-M,83.0,per_K,per_5,5.0,1.0,left,0.408779721474275
299,783,S2,T-M,84.0,mem_K,mem_6,15.0,1.0,left,1.235995456692763
300,785,S2,B-M,1.0,no_K,no_5,23.0,0.0,right,0.0010446272790431
301,786,S2,B-M,2.0,per_K,per_7,7.0,1.0,left,0.1483674336923286
302,787,S2,B-M,3.0,no_K,no_8,26.0,0.0,right,0.2330407057888806
303,788,S2,B-M,4.0,per_K,per_8,8.0,1.0,left,0.0753720166394487
304,789,S2,B-M,5.0,no_K,no_9,27.0,0.0,right,0.0184815302491188
305,790,S2,B-M,6.0,per_K,per_3,3.0,1.0,left,0.2608324742177501
306,791,S2,B-M,7.0,mem_K,mem_3,12.0,1.0,left,1.845044432324357
307,792,S2,B-M,8.0,no_K,no_7,25.0,0.0,right,0.710940616670996
308,793,S2,B-M,9.0,mem_K,mem_5,14.0,1.0,left,0.0623346001375466
309,794,S2,B-M,10.0,mem_K,mem_8,17.0,1.0,left,0.1344680206384509
310,795,S2,B-M,11.0,mem_K,mem_6,15.0,1.0,left,0.1792126008076593
311,796,S2,B-M,12.0,no_K,no_3,21.0,0.0,right,0.0716683509526774
312,797,S2,B-M,13.0,per_K,per_9,9.0,1.0,left,0.1361878431634977
313,798,S2,B-M,14.0,per_K,per_4,4.0,1.0,left,0.156756741576828
314,799,S2,B-M,15.0,mem_K,mem_9,18.0,1.0,left,0.2655450638849288
315,800,S2,B-M,16.0,mem_K,mem_1,10.0,1.0,left,0.314756819861941
316,801,S2,B-M,17.0,mem_K,mem_4,13.0,1.0,left,0.1128812155220657
317,802,S2,B-M,18.0,per_K,per_6,6.0,1.0,left,0.127787627861835
318,803,S2,B-M,19.0,no_K,no_2,20.0,0.0,right,0.0461966267321258
319,804,S2,B-M,20.0,mem_K,mem_7,16.0,1.0,left,0.254415460396558
320,805,S2,B-M,21.0,no_K,no_4,22.0,0.0,right,0.1671744843479246
