trialNo,condition,opacityValue,onsetLatency,stimStartValue,stimShape,stimPath,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,inst_text.started,inst_resp.started,welcome.stopped,inst_resp.keys,inst_resp.rt,inst_resp.duration,trial.started,cross.started,cross.stopped,stimulus.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,stimulus.stopped,key_resp.stopped,thankyou.started,text.started,text.stopped,thankyou.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
16,high,1,2,3,pentagon,./stimuli/pentagon.png,0,9,9,15,33.665809791000356,,,,,,,,,33.62613903500096,33.665809791000356,34.66348568900139,36.614454873000795,36.614454873000795,36.90946871000051,space,0.2894195109984139,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
37,low,0.05,0.5,1.5,heptagon,./stimuli/heptagon.png,0,10,10,36,36.947999390002224,,,,,,,,,36.90991305500211,36.947999390002224,37.94320671600144,38.39861854400078,38.39861854400078,38.77726410100149,space,0.37223058399831643,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
32,low,0.05,2,3,square,./stimuli/square.png,0,11,11,31,38.808482968001044,,,,,,,,,38.7777803650024,38.808482968001044,39.798260278999805,41.765982894001354,41.765982894001354,42.082971371000895,space,0.3120284279975749,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
29,low,0.05,0.5,1.5,square,./stimuli/square.png,0,12,12,28,42.11174525500246,,,,,,,,,42.08340408699951,42.11174525500246,43.09936283299976,43.5778925400009,43.5778925400009,43.961945996001305,space,0.3786333769967314,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
9,high,1,0.5,1.5,square,./stimuli/square.png,0,13,13,8,43.99109854500057,,,,,,,,,43.962386097999115,43.99109854500057,44.98306086500088,45.450030367999716,45.450030367999716,45.778992331001064,space,0.31855718400038313,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
22,low,0.05,1,2,triangle,./stimuli/triangle.png,0,14,14,21,45.81539593100024,,,,,,,,,45.77946157599945,45.81539593100024,46.81166021399986,47.76775640499909,47.76775640499909,48.11316050700043,space,0.3395759920022101,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
38,low,0.05,1,2,heptagon,./stimuli/heptagon.png,0,15,15,37,48.153857014000096,,,,,,,,,48.11373578400162,48.153857014000096,49.15079523700115,50.10163711000132,50.10163711000132,50.41834067899981,space,0.3119319369980076,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
31,low,0.05,1.5,2.5,square,./stimuli/square.png,0,16,16,30,50.4554870130014,,,,,,,,,50.41866075299913,50.4554870130014,51.45173261200034,52.91400226100086,52.91400226100086,53.24799802800044,space,0.32416904799902113,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
19,high,1,1.5,2.5,heptagon,./stimuli/heptagon.png,0,17,17,18,53.284572733999084,,,,,,,,,53.2485017350009,53.284572733999084,54.280865929002175,55.73625601200183,55.73625601200183,56.020169501000055,space,0.28036361599879456,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
1,high,1,0.5,1.5,triangle,./stimuli/triangle.png,0,18,18,0,56.06306620000032,,,,,,,,,56.02078157000142,56.06306620000032,57.05248644300082,57.52051819800181,57.52051819800181,57.88784385600229,space,0.3641781140031526,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
21,low,0.05,0.5,1.5,triangle,./stimuli/triangle.png,0,19,19,20,57.9233048740025,,,,,,,,,57.888267710000946,57.9233048740025,58.92018590900261,59.38744569300252,59.38744569300252,59.716140258999076,space,0.3194675090016972,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
41,catch,0,2,3,catch,./stimuli/catch.png,0,20,20,40,59.74009805600144,,,,,,,,,59.71667871600221,59.74009805600144,60.73726769700079,62.7055811800019,62.7055811800019,64.68878628099992,None,,,63.200053283999296,64.71502680900085,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
8,high,1,2,3,circle,./stimuli/circle.png,0,21,21,7,64.71502680900085,,,,,,,,,64.68911455300258,64.71502680900085,65.70505381600015,67.68476605199976,67.68476605199976,67.90729580600237,space,0.22179858399977093,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
42,catch,0,2,3,catch,./stimuli/catch.png,0,22,22,41,67.93420718500056,,,,,,,,,67.90772201100117,67.93420718500056,68.92295922099947,70.90191346199936,70.90191346199936,72.8865910530003,None,,,71.39040074299919,72.91533553699992,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
23,low,0.05,1.5,2.5,triangle,./stimuli/triangle.png,0,23,23,22,72.91533553699992,,,,,,,,,72.88714568900104,72.91533553699992,73.9077501899992,75.37541098300062,75.37541098300062,75.73708451399943,space,0.34991716200238443,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
10,high,1,1,2,square,./stimuli/square.png,0,24,24,9,75.7756896380015,,,,,,,,,75.73757550200025,75.7756896380015,76.7699706179992,77.72663867899973,77.72663867899973,78.05989085699912,space,0.32828192099987064,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
7,high,1,1.5,2.5,circle,./stimuli/circle.png,0,25,25,6,78.09597852700244,,,,,,,,,78.06031819800046,78.09597852700244,79.09238937700138,80.55466196199995,80.55466196199995,80.90554977300053,space,0.3453817200024787,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
27,low,0.05,1.5,2.5,circle,./stimuli/circle.png,0,26,26,26,80.93541009600085,,,,,,,,,80.90598754700113,80.93541009600085,81.92612393300078,83.39438254900233,83.39438254900233,83.77284382500147,space,0.375335044998792,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
13,high,1,0.5,1.5,pentagon,./stimuli/pentagon.png,0,27,27,12,83.81211355200139,,,,,,,,,83.77332453700001,83.81211355200139,84.8058974500018,85.26120097999956,85.26120097999956,85.55682694999996,space,0.28439043300022604,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
12,high,1,2,3,square,./stimuli/square.png,0,28,28,11,85.59421132600255,,,,,,,,,85.5572649349997,85.59421132600255,86.58946136600207,88.5460398130017,88.5460398130017,88.87431343999924,space,0.3189468750024389,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
39,low,0.05,1.5,2.5,heptagon,./stimuli/heptagon.png,0,29,29,38,88.9126312619992,,,,,,,,,88.8747943490016,88.9126312619992,89.90730464400258,91.3626734440004,91.3626734440004,91.72489521500029,space,0.36141064099865616,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
26,low,0.05,1,2,circle,./stimuli/circle.png,0,30,30,25,91.76298371099983,,,,,,,,,91.72533501300131,91.76298371099983,92.75839430899941,93.71390000999963,93.71390000999963,94.09739007700045,space,0.3822260320011992,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
15,high,1,1.5,2.5,pentagon,./stimuli/pentagon.png,0,31,31,14,94.13535807100197,,,,,,,,,94.09782186600205,94.13535807100197,95.13010385500093,96.59221213099954,96.59221213099954,96.85950329499974,space,0.2608709859996452,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
35,low,0.05,1.5,2.5,pentagon,./stimuli/pentagon.png,0,32,32,34,96.89057888300158,,,,,,,,,96.85998529000062,96.89057888300158,97.88117697300186,99.34843756600094,99.34843756600094,99.73285841799952,space,0.3834216720024415,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
6,high,1,1,2,circle,./stimuli/circle.png,0,33,33,5,99.77041021300101,,,,,,,,,99.73328929499985,99.77041021300101,100.76504896500046,101.7320508360026,101.7320508360026,102.01092339200113,space,0.2729798929976823,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
36,low,0.05,2,3,pentagon,./stimuli/pentagon.png,0,34,34,35,102.04876518400124,,,,,,,,,102.01136609400055,102.04876518400124,103.0444865770005,104.99994844899993,104.99994844899993,105.36209647999931,space,0.3571569310006453,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
44,catch,0,2,3,catch,./stimuli/catch.png,0,35,35,43,105.3898060169995,,,,,,,,,105.3625322730004,105.3898060169995,106.38293392299965,108.35132930300097,108.35132930300097,110.3346543200023,None,,,108.84597758699965,110.36467424200237,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
2,high,1,1,2,triangle,./stimuli/triangle.png,0,36,36,1,110.36467424200237,,,,,,,,,110.33510590500009,110.36467424200237,111.3630453750011,112.32969279200188,112.32969279200188,112.63622756100085,space,0.30538422799872933,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
30,low,0.05,1,2,square,./stimuli/square.png,0,37,37,29,112.67638111400083,,,,,,,,,112.63665902299908,112.67638111400083,113.66878934000124,114.63075023000056,114.63075023000056,115.03139015700071,space,0.38894455599802313,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
3,high,1,1.5,2.5,triangle,./stimuli/triangle.png,0,38,38,2,115.07054210800197,,,,,,,,,115.03186444300081,115.07054210800197,116.06427910400089,117.51984630000152,117.51984630000152,117.97157952500129,space,0.44760893000056967,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
24,low,0.05,2,3,triangle,./stimuli/triangle.png,0,39,39,23,118.00657743400006,,,,,,,,,117.972176391002,118.00657743400006,119.00349352199919,120.97087352400195,120.97087352400195,121.34968197800117,space,0.3712434150002082,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
33,low,0.05,0.5,1.5,pentagon,./stimuli/pentagon.png,0,40,40,32,121.3898435020019,,,,,,,,,121.35012233900125,121.3898435020019,122.38714319300198,122.83885509800166,122.83885509800166,123.26790088800044,space,0.4281644900001993,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
5,high,1,0.5,1.5,circle,./stimuli/circle.png,0,41,41,4,123.30565990399919,,,,,,,,,123.26833057800104,123.30565990399919,124.30011547699905,124.76697346700166,124.76697346700166,125.03422865600078,space,0.26628458500272245,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
40,low,0.05,2,3,heptagon,./stimuli/heptagon.png,0,42,42,39,125.07152046999909,,,,,,,,,125.03471704299955,125.07152046999909,126.06703879600173,128.02368924800248,128.02368924800248,128.41875090699978,space,0.38332956000158447,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
17,high,1,0.5,1.5,heptagon,./stimuli/heptagon.png,0,43,43,16,128.44932928300113,,,,,,,,,128.41914288000044,128.44932928300113,129.43970956400153,129.90695369099922,129.90695369099922,130.2526056730021,space,0.34483407699735835,None,,,,,,,S2,2023-10-24_12h19.17.565,example_experiment,2023.2.3,None,2023-10-24 12h19.38.175207 +0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.25290618299914,130.25945917799982,133.2527992610012,133.24235512400264,,,,,,,
